Angle,AutoHitType,AutoPitchType,AwayTeam,AwayTeamForeignID,Balls,BasePositionX,BasePositionY,BasePositionZ,Batter,BatterId,BatterSide,BatterTeam,Bearing,CatchPositionX,CatchPositionY,CatchPositionZ,Catcher,CatcherId,CatcherTeam,CatcherThrowCatchConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,CatcherThrows,ContactPositionX,ContactPositionY,ContactPositionZ,Date,Direction,Distance,EffectiveVelo,ExchangeTime,ExitSpeed,Extension,GameForeignID,GameID,GameUID,HangTime,HitLandingConfidence,HitLaunchConfidence,HitSpinAxis,HitSpinRate,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,HomeTeam,HomeTeamForeignID,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,KorBB,LastTrackedDistance,League,Level,LocalDateTime,MaxHeight,MeasuredDuration,Notes,Outs,OutsOnPlay,PAofInning,PitchCall,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchLocationConfidence,PitchMovementConfidence,PitchNo,PitchReleaseConfidence,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,PitchUID,Pitcher,PitcherId,PitcherSet,PitcherTeam,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PlayID,PlayResult,PopTime,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpeedDrop,SpinAxis,SpinRate,Stadium,Strikes,System,TaggedHitType,TaggedPitchType,ThrowPositionX,ThrowPositionY,ThrowPositionZ,ThrowSpeed,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Tilt,Time,TimeToBase,Top/Bottom,UTCDate,UTCDateTime,UTCTime,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0
,,Four-Seam,NEB,4865,1,,,,"Fikes, Trey",10277361,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,89.56073,,,5.62014,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.045552,-17.9545,4.2416,16.44501,2,Undefined,,Team,TeamExclusive,2025-09-03T17:03:43.2834560-05:00,,,,0,0,2,BallCalled,,,,High,High,38,High,54.88201,-132.78133,13.66892,6.17049,-7.22422,-7.70381,1.71253,-9.63878,9.02504,db97bf90-8911-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,3,1.76448,0.74975,0599125c-d13b-47b3-856e-b7ab99788c26,Undefined,,,,,6.17245,-1.71986,91.06677,0,7.71718,130.51004,2377.10462,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,10:15,17:03:43.28,,Bottom,2025-09-03,2025-09-03T22:03:43.2834560Z,22:03:43.28,-6.460024,-17.74745,-3.126742,83.34959,0.420859,18.05008,27.33785,-15.40762,10.23989,9.51166,-8.9726,-131.77236,-7.79287,1.36908,50.0,5.89337
,,Four-Seam,NEB,4865,2,,,,"Fikes, Trey",10277361,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,87.93072,,,5.59092,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.160947,-15.04721,2.522474,18.7191,2,Undefined,,Team,TeamExclusive,2025-09-03T17:04:43.3559040-05:00,,,,0,0,2,StrikeCalled,,,,High,High,39,High,54.90951,-130.62268,13.621,6.18084,-6.52702,-7.06419,1.8901,-5.56952,7.03811,ff68c130-8911-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,4,2.08397,-0.79376,2380c92d-0498-4cbf-9224-f871ff80d840,Undefined,,,,,6.18378,-1.89678,89.43843,0,7.76354,139.391909,2401.476024,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,10:45,17:04:43.35,,Bottom,2025-09-03,2025-09-03T22:04:43.3559040Z,22:04:43.35,-6.056569,-16.7528,-2.890218,81.6749,0.428661,14.07622,27.24201,-14.12838,8.28221,10.61776,-5.03837,-129.59473,-7.06014,1.68996,50.0,5.92449
,,Four-Seam,NEB,4865,2,,,,"Fikes, Trey",10277361,Right,NEB,,-1.67702,3.51479,0.61879,"Peterson, Elliott",830325,NEB,High,Low,Medium,Right,,,,2025-09-03,,,88.8367,0.758272,,5.64257,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.30238,-16.79217,2.693718,20.2154,2,Strikeout,,Team,TeamExclusive,2025-09-03T17:05:09.1540000-05:00,,,,0,0,2,StrikeCalled,,,,High,High,40,High,54.85792,-131.87779,13.97453,6.17361,-2.9183,-6.62486,1.7056,-5.99189,7.98103,0eca7010-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,5,3.74171,-0.59778,651e0960-903e-49ad-a51a-fd63c647a43d,Undefined,,,,,6.17723,-1.7132,90.21695,0,8.05649,138.647911,2420.647302,UNebraska,2,v3,Undefined,Fastball,-1.64219,6.48686,0.67534,75.55948,-1.53005,109.38175,-9.00101,6.46842,5.49353,-9.19396,0.63058,-1.85055,2.92901,10:30,17:05:09.15,,Bottom,2025-09-03,2025-09-03T22:05:09.1540000Z,22:05:09.15,-4.096587,-14.5367,-1.310528,82.16046,0.424289,15.96205,27.94906,-13.24971,9.21969,10.93071,-5.40159,-130.84419,-3.4083,1.49493,50.0,6.05662
,,Sinker,NEB,4865,0,,,,"Fikes, Trey",10277361,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,89.72728,,,5.68478,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.599866,-21.09785,3.166988,15.0332,2,Undefined,,Team,TeamExclusive,2025-09-03T17:05:37.6928256-05:00,,,,1,0,3,BallCalled,,,,High,High,41,High,54.81716,-132.94126,13.87039,6.11648,-2.47501,-8.80852,1.82957,-7.09439,10.17417,1fcadad0-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,1,3.52193,-0.64175,f97319d4-9fcb-4966-b69d-1f06bc3eb38f,Undefined,,,,,6.1179,-1.83869,90.94678,0,7.86859,123.471145,2417.05381,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:00,17:05:37.69,,Bottom,2025-09-03,2025-09-03T22:05:37.6928256Z,22:05:37.69,-4.661536,-19.03245,-1.08167,83.07818,0.420078,20.34834,27.74078,-17.61705,11.53048,8.24878,-6.35426,-131.93224,-3.1158,1.58499,50.0,6.01481
,,Sinker,NEB,4865,1,,,,"Fikes, Trey",10277361,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,90.14391,,,5.6174,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.754557,-20.54741,2.910522,14.80202,2,Undefined,,Team,TeamExclusive,2025-09-03T17:05:57.5611392-05:00,,,,1,0,3,BallCalled,,,,High,High,42,High,54.88436,-133.79038,14.17128,6.15547,-2.70708,-8.82158,1.81539,-6.54633,9.96807,2ba3d820-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,2,3.48071,-0.81774,9c088c58-61e5-4c64-9f91-c52291fea2ff,Undefined,,,,,6.15684,-1.82424,91.51275,0,7.9722,123.732617,2380.541142,UNebraska,0,v3,Undefined,Sinker,,,,,,,,,,,,,,10:00,17:05:57.56,,Bottom,2025-09-03,2025-09-03T22:05:57.5611392Z,22:05:57.56,-4.733632,-18.9495,-1.173709,83.54055,0.418136,19.93613,28.34256,-17.64317,11.16859,8.14048,-5.81567,-132.75163,-3.35369,1.58886,50.0,6.0444
,,Sinker,NEB,4865,1,,,,"Fikes, Trey",10277361,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,89.92009,,,5.61229,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.066591,-20.00288,2.502109,15.08918,2,Undefined,,Team,TeamExclusive,2025-09-03T17:06:21.2047360-05:00,,,,1,0,3,BallCalled,,,,High,High,43,High,54.88872,-133.56165,14.31887,6.15742,-1.31463,-8.87726,1.76219,-5.57759,9.55666,39b9f430-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,3,4.04617,-1.10118,8a4ec6fa-d047-4649-85df-7d8b90a682ee,Undefined,,,,,6.15892,-1.77125,91.32409,0,8.1067,124.976246,2343.844052,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:15,17:06:21.20,,Bottom,2025-09-03,2025-09-03T22:06:21.2047360Z,22:06:21.20,-4.126885,-18.83052,-0.581732,83.21739,0.419177,19.11331,28.63775,-17.75453,10.76304,8.11989,-4.87522,-132.50928,-1.96706,1.57014,50.0,6.09712
,,Sinker,NEB,4865,2,,,,"Senstock, Joey",10102569,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,90.35308,,,5.57387,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.629487,-19.81446,2.901171,14.47202,2,Undefined,,Team,TeamExclusive,2025-09-03T17:06:42.2414336-05:00,,,,1,0,3,BallCalled,,,,High,High,44,High,54.9263,-134.43478,14.78814,6.03416,-0.50577,-9.18256,1.79472,-6.54076,9.64553,46446730-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,4,4.22494,-0.74337,0e947e71-56fc-4021-a99c-ad37283ae24b,Undefined,,,,,6.0355,-1.80441,91.96152,0,8.41491,123.9946,2417.118616,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:15,17:06:42.24,,Bottom,2025-09-03,2025-09-03T22:06:42.2414336Z,22:06:42.24,-3.831739,-19.12336,-0.231957,83.54661,0.417168,19.29106,29.57629,-18.36512,10.75024,7.69524,-5.83098,-133.34657,-1.18149,1.56712,50.0,6.00312
18.989171,GroundBall,Sinker,NEB,4865,3,,,,"Senstock, Joey",10102569,Right,NEB,51.446559,,,,"Peterson, Elliott",830325,NEB,,,,Right,1.02053,2.59032,-0.44536,2025-09-03,45.729083,111.47504,89.9903,,52.15386,5.56877,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,1.748849,Medium,High,244.265097,3013.484573,1.02052,50.49171,-8.79149,1.99267,-0.69339,0.39433,-0.22453,0.07168,-0.00851,2.59033,24.8887,-16.48076,0.84623,0.03763,-0.12619,0.08521,-0.02111,0.00108,-0.44537,51.79169,-0.8712,-0.19839,0.08305,0.02689,-0.03215,0.01239,-0.00166,NEB,4865,0.443558,-21.22501,4.218942,15.04048,2,Undefined,109.27608,Team,TeamExclusive,2025-09-03T17:07:04.3155968-05:00,12.37348,,,1,0,3,FoulBallNotFieldable,,,,High,High,45,High,54.93436,-133.58859,13.9166,6.11555,-4.64652,-8.52726,1.73886,-9.6159,10.61906,53668650-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,5,2.67227,0.43275,2abd006a-9efa-47d7-a2ba-5dc5252b1848,Undefined,,,,,6.11685,-1.74684,91.51965,0,7.87159,123.318396,2349.088769,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:00,17:07:04.31,,Bottom,2025-09-03,2025-09-03T22:07:04.3155968Z,22:07:04.31,-5.531045,-18.82631,-2.001649,83.64806,0.41885,21.23811,27.83321,-17.05452,11.91383,8.4815,-8.82838,-132.55652,-5.2789,1.39691,50.0,5.93153
,,Sinker,NEB,4865,3,,,,"Senstock, Joey",10102569,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,89.03348,,,5.48187,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.258998,-19.64285,2.236867,12.99985,2,Walk,,Team,TeamExclusive,2025-09-03T17:07:29.3673472-05:00,,,,1,0,3,BallCalled,,,,High,High,46,High,55.01866,-132.67919,14.3391,6.12456,1.60859,-10.24709,1.91837,-4.92466,9.1443,62426360-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,6,4.96892,-1.47031,2b5ba114-8afd-4b1e-8d91-b60b1a724498,Undefined,,,,,6.12494,-1.92747,90.71414,0,8.25732,121.15662,2313.503645,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,10:00,17:07:29.36,,Bottom,2025-09-03,2025-09-03T22:07:29.3673472Z,22:07:29.36,-3.352993,-21.59875,0.687578,82.45682,0.423351,18.28861,28.6782,-20.49419,10.46056,6.68055,-4.23003,-131.58995,0.83019,1.74452,50.0,6.17088
,,Sinker,NEB,4865,0,,,,"Kutz, Carter",1000071991,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,87.4775,,,5.55818,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.043992,-19.46973,4.505503,13.98166,2,Undefined,,Team,TeamExclusive,2025-09-03T17:07:58.7811840-05:00,,,,1,0,4,BallCalled,,,,High,High,47,High,54.94406,-129.84253,13.05079,6.14494,-6.27989,-9.20632,1.88728,-10.00761,9.30901,73e68830-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,1,1.72946,0.70061,8187c6e4-6262-43fa-a52b-18e7ef7a04c7,Undefined,,,,,6.14571,-1.89533,89.05083,0,7.48859,123.37577,2319.373691,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:00,17:07:58.78,,Bottom,2025-09-03,2025-09-03T22:07:58.7811840Z,22:07:58.78,-6.831304,-21.85875,-2.766259,81.56225,0.430882,18.61802,26.10157,-18.41263,11.04595,8.16457,-9.29595,-128.84482,-6.98369,1.51835,50.0,5.89145
,,Sinker,NEB,4865,1,,,,"Kutz, Carter",1000071991,Right,NEB,,,,,"Peterson, Elliott",830325,NEB,,,,Right,,,,2025-09-03,,,88.69407,,,5.67894,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.073541,-17.50662,4.193934,14.10729,2,Undefined,,Team,TeamExclusive,2025-09-03T17:08:18.0602880-05:00,,,,1,0,4,InPlay,,,,High,High,48,High,54.82477,-131.20483,13.05661,6.05811,-5.28782,-9.08372,1.74979,-9.44829,8.69888,7f5b6c80-8912-11f0-a84e-8d3a62d886e2,"Cleavinger, Grant",813539,Undefined,NEB,Left,2,2.16945,0.70236,d545438c-681f-4578-a67b-2686049cfefd,Out,,,,,6.05885,-1.75553,89.89484,0,7.37368,126.644068,2373.805563,UNebraska,0,v3,Popup,Fastball,,,,,,,,,,,,,,10:15,17:08:18.06,,Bottom,2025-09-03,2025-09-03T22:08:18.0602880Z,22:08:18.06,-6.181342,-20.75666,-2.309182,82.52117,0.424971,17.39777,26.11321,-18.16745,10.07997,8.1152,-8.80617,-130.24104,-5.95835,1.41292,50.0,5.85057
,,Four-Seam,NEB,4865,0,,,,"Stokes, Rhett",822403,Right,NEB,,,,,"Fikes, Trey",10277361,NEB,,,,Right,,,,2025-09-03,,,89.92172,,,5.79153,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.88655,2.12614,-1.267484,16.94627,4,Undefined,,Team,TeamExclusive,2025-09-03T17:32:40.3992576-05:00,,,,0,0,1,BallCalled,,,,High,High,85,High,54.70897,-132.59285,13.02329,6.54985,-8.6672,-7.31018,-0.45645,2.90873,-1.24277,e703f480-8915-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659,Undefined,NEB,Right,1,1.63195,-0.54464,465010aa-2651-45f8-a667-1b43d98a3a0e,Undefined,,,,,6.55224,0.45749,90.79888,0,7.10753,187.609029,2424.750934,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:15,17:32:40.39,,Top,2025-09-03,2025-09-03T22:32:40.3992576Z,22:32:40.39,-6.942456,-16.97221,-3.762349,83.69135,0.419169,-2.48554,26.04659,-14.62035,-1.40567,9.92741,2.82015,-131.66457,-9.18826,-0.35436,50.0,6.23167
23.043946,LineDrive,Four-Seam,NEB,4865,1,,,,"Stokes, Rhett",822403,Right,NEB,167.849656,,,,"Fikes, Trey",10277361,NEB,,,,Right,1.27968,2.06697,0.79274,2025-09-03,160.177898,179.04467,88.87271,,72.23781,5.70603,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,2.221717,Low,High,293.360274,2762.162007,1.27966,-91.71702,6.47537,-0.5518,0.00796,0.06994,-0.03947,0.01187,-0.00145,2.06697,41.47245,-22.48926,2.23805,-0.47984,0.10942,-0.0258,0.00554,-0.00059,0.79275,33.05981,-10.35573,2.02139,-0.40653,0.03559,0.01219,-0.00602,0.00086,NEB,4865,-1.361782,1.65673,-1.658076,15.43489,4,Undefined,53.80386,Team,TeamExclusive,2025-09-03T17:32:54.5643520-05:00,22.93432,,,0,0,1,FoulBallNotFieldable,,,,High,High,86,High,54.79383,-131.3605,12.98757,6.50922,-6.89029,-8.32693,-0.64581,3.78256,-1.10076,ef7535c0-8915-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659,Undefined,NEB,Right,2,2.08892,-0.76055,b29683af-a105-4262-8587-03d39a37ddd6,Undefined,,-106.01256,22.05233,29.34855,6.5109,0.64677,89.91192,0,7.17941,186.576528,2385.808281,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:15,17:32:54.56,,Top,2025-09-03,2025-09-03T22:32:54.5643520Z,22:32:54.56,-6.615701,-19.28903,-3.016597,82.73251,0.424117,-2.20153,25.97513,-16.65385,-1.27122,8.96186,3.70192,-130.40913,-7.50026,-0.50874,50.0,6.24568
,,Four-Seam,NEB,4865,1,,,,"Stokes, Rhett",822403,Right,NEB,,,,,"Fikes, Trey",10277361,NEB,,,,Right,,,,2025-09-03,,,91.04428,,,5.77915,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.255412,0.75469,-1.390521,16.60147,4,Undefined,,Team,TeamExclusive,2025-09-03T17:33:14.2206976-05:00,,,,0,0,1,StrikeSwinging,,,,High,High,87,High,54.72165,-134.20419,13.17227,6.56452,-3.37997,-7.80399,-0.57311,3.24885,-0.66749,fb2882a0-8915-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659,Undefined,NEB,Right,3,3.82714,-0.65763,0b586322-4ee7-4cfc-9f7f-c427be809584,Undefined,,,,,6.56664,0.57361,91.7339,0,7.26848,182.76412,2317.175288,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,12:00,17:33:14.22,,Top,2025-09-03,2025-09-03T22:33:14.2206976Z,22:33:14.22,-4.574417,-16.48576,-1.466948,84.46542,0.414001,-1.33498,26.34455,-15.60799,-0.73595,9.13237,3.20172,-133.2741,-3.93101,-0.45924,50.0,6.43546
,,Four-Seam,NEB,4865,1,,,,"Stokes, Rhett",822403,Right,NEB,,,,,"Fikes, Trey",10277361,NEB,,,,Right,,,,2025-09-03,,,92.02494,,,5.81355,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-2.492495,2.34012,-2.910985,17.01973,4,Strikeout,,Team,TeamExclusive,2025-09-03T17:33:31.6282368-05:00,,,,0,0,1,StrikeSwinging,,,,High,High,88,High,54.68686,-135.80799,14.05472,6.41074,-5.8381,-7.16869,-0.89937,6.87732,-1.81462,058d2f70-8916-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659,Undefined,NEB,Right,4,2.81615,-1.61347,86bd2b20-d30c-4618-9117-09676006f24e,Undefined,,,,,6.4133,0.90076,92.98883,0,7.66324,188.311118,2360.428424,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,12:15,17:33:31.62,,Top,2025-09-03,2025-09-03T22:33:31.6282368Z,22:33:31.62,-5.392007,-15.36607,-2.486511,85.32559,0.409589,-3.62923,28.10944,-14.33737,-1.96276,9.64642,6.75162,-134.83442,-6.33467,-0.66335,50.0,6.19994
,,Four-Seam,NEB,4865,0,,,,"Strohmeyer, Reed",10151008,Left,NEB,,,,,"Fikes, Trey",10277361,NEB,,,,Right,,,,2025-09-03,,,91.47143,,,5.48698,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.656819,9.61245,-2.367425,12.99028,4,Undefined,,Team,TeamExclusive,2025-09-03T17:34:01.5703552-05:00,,,,1,0,2,StrikeCalled,,,,High,High,89,High,55.01411,-135.65173,13.55834,5.69833,-1.44329,-9.60712,-2.01678,5.49297,-5.02608,175f9030-8916-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659,Undefined,NEB,Right,1,3.47215,0.60577,aeb383d1-63e8-4073-9688-abb2622d8c44,Undefined,,,,,5.69902,2.02094,92.7432,0,7.51994,218.650175,2307.852838,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:15,17:34:01.57,,Top,2025-09-03,2025-09-03T22:34:01.5703552Z,22:34:01.57,-4.300372,-19.78867,-0.617045,85.22326,0.412068,-10.05216,27.11669,-19.21425,-5.43359,7.00528,5.12003,-134.64568,-2.15615,-1.81991,50.0,5.63156
,,Four-Seam,NEB,4865,0,,,,"Strohmeyer, Reed",10151008,Left,NEB,,,,,"Fikes, Trey",10277361,NEB,,,,Right,,,,2025-09-03,,,91.68268,,,5.57755,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.202215,8.36595,-1.694725,15.02918,4,Undefined,,Team,TeamExclusive,2025-09-03T17:34:17.1236352-05:00,,,,1,0,2,StrikeSwinging,,,,High,High,90,High,54.92244,-136.03509,14.33271,5.78623,-5.24282,-8.21671,-1.54181,3.91849,-4.31481,20b05c00-8916-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659,Undefined,NEB,Right,2,2.2417,0.65942,7b880670-c033-4805-9134-e11023d3ccd4,Undefined,,,,,5.78803,1.54562,93.05278,0,7.82497,210.855522,2335.858377,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,1:00,17:34:17.12,,Top,2025-09-03,2025-09-03T22:34:17.1236352Z,22:34:17.12,-5.522664,-17.59887,-2.224588,85.22781,0.411118,-8.62962,28.66543,-16.43343,-4.66429,8.5078,3.60502,-134.99385,-5.83975,-1.40516,50.0,5.58495
,,Four-Seam,NEB,4865,0,,,,"Strohmeyer, Reed",10151008,Left,NEB,,,,,"Fikes, Trey",10277361,NEB,,,,Right,,,,2025-09-03,,,91.57843,,,5.64171,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.253426,-1.48205,0.011314,19.26647,4,Strikeout,,Team,TeamExclusive,2025-09-03T17:34:36.4363776-05:00,,,,1,0,2,StrikeSwinging,,,,High,High,91,High,54.85697,-136.02748,15.046,6.57625,-3.0668,-6.4883,-0.59624,-0.007,0.68842,2c2c9350-8916-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659,Undefined,NEB,Right,3,4.21413,0.48263,7159d57c-4535-4b22-8672-732b05ff2faf,Undefined,,,,,6.57994,0.59558,92.98898,0,8.35649,175.343474,2313.013139,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,11:45,17:34:36.43,,Top,2025-09-03,2025-09-03T22:34:36.4363776Z,22:34:36.43,-3.914201,-13.43591,-1.335544,84.63249,0.411586,1.37683,30.092,-12.97661,0.74862,10.43796,0.04236,-134.94875,-3.53199,-0.59561,50.0,6.45797
,,Sinker,NEB,4865,0,,,,"Peterson, Elliott",830325,Right,NEB,,,,,"Fikes, Trey",10277361,NEB,,,,Right,,,,2025-09-03,,,90.03114,,,5.69158,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.522962,13.14072,-2.873428,-2.47315,4,Undefined,,Team,TeamExclusive,2025-09-03T17:35:02.0912640-05:00,,,,2,0,3,BallCalled,,,,High,High,92,High,54.81228,-133.35482,13.9188,4.34278,-2.02114,-16.75356,-2.34305,6.55229,-6.65672,3b6eac40-8916-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659,Undefined,NEB,Right,1,0.56437,0.76248,daddebc3-7799-411f-9e3b-ea60404cc7cf,Undefined,,,,,4.33801,2.34778,91.1651,0,7.37243,284.948014,2444.22571,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,3:30,17:35:02.09,,Top,2025-09-03,2025-09-03T22:35:02.0912640Z,22:35:02.09,-7.43921,-36.30923,-0.801355,83.79267,0.41866,-13.31344,27.8376,-33.50711,-7.49473,-0.75043,6.07004,-132.34645,-3.23487,-2.11445,50.0,4.24759
