PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
8,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,86.6,,,2029.0,,11:00,4.833333333333333,-2.0833333333333335,4.916666666666667,,13.5,-7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,86.3,,,2129.0,,11:15,4.833333333333333,-2.1666666666666665,5.333333333333333,,16.5,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,86.6,,,2059.0,,11:15,4.833333333333333,-2.0833333333333335,5.083333333333333,,16.4,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,87.3,,,2097.0,,11:00,4.833333333333333,-2.0,5.083333333333333,,16.1,-8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,87.6,,,2104.0,,11:15,5.0,-2.0833333333333335,5.0,,19.2,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,71.7,,,2218.0,,4:15,5.166666666666667,-1.6666666666666665,3.75,,-11.2,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,71.7,,,2164.0,,4:45,5.083333333333333,-1.8333333333333335,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,69.8,,,1825.0,,4:15,5.083333333333333,-1.75,4.333333333333333,,-9.3,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,71.4,,,2153.0,,4:45,5.083333333333333,-1.75,,,-10.1,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,82.0,,,1824.0,,10:45,4.916666666666667,-1.9166666666666665,4.666666666666667,,15.3,-10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,80.7,,,1714.0,,10:30,4.75,-1.9166666666666665,5.0,,12.4,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,78.5,,,2455.0,,2:00,4.916666666666667,-1.9166666666666665,4.5,,5.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,78.2,,,2476.0,,2:45,5.0,-2.0,4.416666666666667,,1.7,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,72.6,,,2221.0,,4:30,5.083333333333333,-1.5833333333333335,4.416666666666667,,-12.3,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,71.4,,,2275.0,,4:15,5.083333333333333,-1.6666666666666665,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,72.4,,,2325.0,,4:00,5.083333333333333,-1.6666666666666665,4.916666666666667,,-9.0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,70.4,,,2185.0,,4:15,5.083333333333333,-1.8333333333333335,4.333333333333333,,-6.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,80.2,,,1702.0,,10:15,4.75,-2.0,4.916666666666667,,10.0,-13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,76.3,,,2479.0,,3:00,4.833333333333333,-2.0,4.166666666666667,,0.3,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,88.8,,,2124.0,,11:30,5.0,-1.9166666666666665,5.166666666666667,,17.0,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2025-09-30,,,,Lynden Bruegman,,,Nebraska Cornhuskers,,,,,,,,,,,,,,,,,,,,87.9,,,2119.0,,11:30,5.0,-1.75,5.666666666666667,,18.3,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
