PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
25,2025-09-04,16:55:28.27,1,4,"Blachowicz, Gavin ",830159,Right,NEB,"Worthley, Jeter",10081852,Right,NEB,Undefined,1,Bottom,0,1,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.95081,-0.872888,-3.419735,2333.48661,208.198965,1:00,6.04589,2.16757,6.17333,-14.88769,17.15556,8.65528,3.99754,-0.27344,84.84779,-3.729106,-1.862379,0.407417,77.431,22.739009,167.264423,2505.592081,,,,,53.28396,,,-5.30937,9.34914,-1.91205,50,5.97152,7.66316,-134.8103,-2.45647,-9.78976,28.7726,-14.93546,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,dedefe70-89d9-11f0-81c6-51351d1fede5,92.51557,21.49115,,8.10302,,,,0.88925,3.88388,0.29321,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,21:55:28.27,2025-09-04T16:55:28.2716160-05:00,2025-09-04T21:55:28.2716160Z,,v3,4865,4865,,"Miller, Miken ",1000072776,Right,NEB,1753d347-3c9f-47a8-ba8f-928ae2b05e82,54.32371,-135.72997,14.3863,6.04241,-1.97908,-7.46773,-2.16199,7.97608,-4.89488,292.185093,0.88925,-102.16165,7.71759,-0.00805,0.01947,0.01534,-0.01084,0.00684,-0.00288,3.88388,43.89685,-22.30289,2.40817,-0.39706,0.09428,-0.01339,-0.00019,0.00078,0.29321,23.08979,-8.85059,0.76301,-0.15344,0.02166,-0.00153,0.00065,-0.00022,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
26,2025-09-04,16:55:47.55,1,5,"Blachowicz, Gavin ",830159,Right,NEB,"Worthley, Jeter",10081852,Right,NEB,Undefined,1,Bottom,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.52485,1.055282,-5.425383,2392.213075,237.927962,2:00,4.79746,2.70443,6.29612,-23.39989,11.76717,17.07517,3.82437,-0.88698,80.98517,-3.349518,-2.358455,0.426815,,,,,,,,,,,,-10.25406,6.16,-2.312,50,4.864,11.49223,-128.20464,1.66985,-17.16574,25.06148,-21.86198,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,ea777050-89d9-11f0-81c6-51351d1fede5,88.31099,,,7.53968,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,21:55:47.55,2025-09-04T16:55:47.5539968-05:00,2025-09-04T21:55:47.5539968Z,,v3,4865,4865,,"Miller, Miken ",1000072776,Right,NEB,675d74fd-d899-41b3-a10d-856841e89a7e,54.20615,-129.02423,12.53074,4.7977,2.38481,-10.93099,-2.69702,12.05362,-8.58287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2025-09-04,16:56:03.25,1,6,"Blachowicz, Gavin ",830159,Right,NEB,"Worthley, Jeter",10081852,Right,NEB,Undefined,1,Bottom,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.64348,-2.061256,-5.010777,2534.242247,214.747245,1:15,5.89147,2.22983,6.49966,-14.41583,17.4958,11.44343,2.79,-1.42781,84.82546,-4.83829,-2.94566,0.40658,,,,,,,,,,,,-7.2978,10.00119,-1.88269,50,5.73983,11.29747,-134.18683,-5.21226,-13.35727,27.99041,-13.86866,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,f3cef2e0-89d9-11f0-81c6-51351d1fede5,92.70609,,,7.81802,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,21:56:03.25,2025-09-04T16:56:03.2559104-05:00,2025-09-04T21:56:03.2559104Z,,v3,4865,4865,,"Miller, Miken ",1000072776,Right,NEB,7d0bcc48-98da-4ed3-9dfb-57d104ab6a9a,54.00146,-135.01892,13.9952,5.88866,-4.79998,-6.93433,-2.22445,11.69455,-6.67864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,2025-09-04,16:56:18.02,1,7,"Blachowicz, Gavin ",830159,Right,NEB,"Worthley, Jeter",10081852,Right,NEB,Undefined,1,Bottom,0,3,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,92.88974,-2.745897,-4.284195,2518.260112,217.828175,1:15,5.83485,2.1117,6.38777,-13.98379,17.90966,13.11548,2.13464,-0.74363,84.97504,-5.440582,-1.917565,0.406464,95.42916,16.207067,13.216471,3389.561201,105.43865,28.01453,31.34693,287.94488,275.39042,21.412357,3.255025,-8.03146,10.41249,-1.80879,50,5.62994,9.55086,-134.60129,-6.83865,-14.75943,28.7517,-13.03903,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,fc97ca00-89d9-11f0-81c6-51351d1fede5,92.73253,32.7453,,7.9147,,,,1.57868,2.19909,0.72815,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,21:56:18.02,2025-09-04T16:56:18.0247040-05:00,2025-09-04T21:56:18.0247040Z,LineDrive,v3,4865,4865,,"Miller, Miken ",1000072776,Right,NEB,145e8a5d-2753-449a-b7c4-f2ab257bdba6,54.11468,-135.47736,14.37585,5.83226,-6.44135,-6.51951,-2.10666,10.00058,-7.37971,218.132876,1.57875,130.83772,-27.14449,6.40849,-1.32635,0.22366,-0.02799,0.00215,-5E-05,2.19899,39.06873,-11.96892,-0.81996,0.44002,-0.10147,0.01196,0.00025,-0.00014,0.72814,30.72878,3.2363,-2.08306,0.73117,-0.19075,0.03681,-0.00449,0.00025,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
29,2025-09-04,16:56:49.51,2,1,"Blachowicz, Gavin ",830159,Right,NEB,"Moyer, Mac",1000303931,Left,NEB,Undefined,1,Bottom,1,0,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,88.78204,-0.360323,-5.307757,2435.74953,245.255263,2:15,4.84949,2.91922,6.49903,-23.79222,11.3176,21.90883,2.53463,-0.14119,80.33021,-4.879019,-1.351914,0.426467,86.73426,45.349026,-19.448363,4516.570063,,,,,94.51865,,,-13.05099,6.38741,-2.55546,50,4.81372,11.08072,-128.53326,-1.49763,-21.64692,28.76175,-21.57965,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,0f615c00-89da-11f0-81c6-51351d1fede5,88.38295,85.94801,,8.45183,,,,0.99513,2.93795,-0.17657,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,21:56:49.51,2025-09-04T16:56:49.5192576-05:00,2025-09-04T21:56:49.5192576Z,,v3,4865,4865,,"Miller, Miken ",1000072776,Right,NEB,23353a7a-9173-491f-baf3-0813231b620f,54.00292,-129.42589,14.38087,4.84981,-0.8279,-10.78982,-2.90978,11.75254,-10.82346,145.853061,0.99513,84.30054,-22.41539,6.28745,-1.51692,0.33584,-0.06815,0.01,-0.00066,2.93795,90.49726,-23.16616,1.77418,-0.08571,-0.05826,0.02671,-0.00658,0.00086,-0.17657,-29.76674,-3.60566,2.24098,-0.79578,0.23278,-0.05958,0.0117,-0.00124,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
30,2025-09-04,16:57:22.26,3,1,"Blachowicz, Gavin ",830159,Right,NEB,"Carey, Dylan",822406,Right,NEB,Undefined,1,Bottom,2,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,93.01209,-2.404985,-3.973605,2540.819427,217.276512,1:15,5.87444,2.212,6.36708,-16.26532,15.62843,11.10485,2.29921,-0.52512,84.89575,-5.513583,-1.969241,0.406466,,,,,,,,,,,,-6.94075,9.15182,-1.92933,50,5.69234,8.91377,-134.82188,-6.13503,-12.75316,29.78317,-15.35819,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,22e193d0-89da-11f0-81c6-51351d1fede5,92.73207,,,8.11635,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,21:57:22.26,2025-09-04T16:57:22.2668800-05:00,2025-09-04T21:57:22.2668800Z,,v3,4865,4865,,"Miller, Miken ",1000072776,Right,NEB,dbea9dd0-ae86-40cf-ab2d-960cc0307e44,54.13508,-135.73228,14.89158,5.87269,-5.66556,-7.67909,-2.20776,9.3036,-6.37658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
31,2025-09-04,16:59:49.13,1,1,"Nowaczyk, Colin",830158,Left,NEB,"Miller, Miken ",1000072776,Left,NEB,Undefined,2,Top,0,0,0,Fastball,Sinker,InPlay,Undefined,LineDrive,Out,1,0,,91.79711,-1.772463,3.57389,2195.7057,127.801947,10:15,6.24783,-2.23983,5.47727,-22.78269,10.77788,-12.59623,2.6869,0.05915,84.48067,-5.979093,1.335082,0.416952,95.93021,22.467111,1.261278,2311.121076,109.95866,42.14466,-2.99349,352.27814,343.51287,-7.511195,4.153394,7.31331,6.19863,1.93457,50,6.07633,-7.75059,-133.10948,-4.95796,13.21614,26.63479,-20.97229,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,7a6c0220-89da-11f0-81c6-51351d1fede5,90.39995,56.24566,,7.31644,,,,1.67727,2.73782,-0.05733,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,21:59:49.13,2025-09-04T16:59:49.1344384-05:00,2025-09-04T21:59:49.1344384Z,LineDrive,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,baaf38fa-2264-416a-a90d-920aea080dac,55.02587,-134.11137,13.3174,6.24799,-4.16907,-10.48615,2.23546,-8.24773,6.60807,149.765669,1.67689,129.99877,-23.55357,5.74207,-1.27486,0.28811,-0.05777,0.00747,-0.00042,2.73823,53.75231,-13.3309,-0.4907,0.4128,-0.17174,0.04386,-0.00573,0.00029,-0.0573,2.86285,-7.73831,2.11105,-0.49152,0.10922,-0.02108,0.00268,-0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
32,2025-09-04,17:00:25.45,2,1,"Nowaczyk, Colin",830158,Left,NEB,"Sanderson, Case",806508,Left,NEB,Undefined,2,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.79229,-1.218245,3.842364,2186.172437,142.813228,10:45,6.23431,-2.16173,5.33895,-19.1832,15.71005,-11.02745,3.49003,0.52956,82.47522,-4.813728,1.889789,0.42515,,,,,,,,,,,,6.59366,8.55709,1.82251,50,6.1107,-8.30619,-131.40217,-3.45417,11.48562,28.80986,-17.26826,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,90149830-89da-11f0-81c6-51351d1fede5,88.65682,,,8.31707,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:00:25.45,2025-09-04T17:00:25.4578688-05:00,2025-09-04T22:00:25.4578688Z,,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,291604fa-5a22-4837-b2b6-0d785135e758,55.15996,-132.52866,14.40493,6.23256,-2.77897,-8.63413,2.15607,-8.75529,5.74281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
33,2025-09-04,17:00:40.55,2,2,"Nowaczyk, Colin",830158,Left,NEB,"Sanderson, Case",806508,Left,NEB,Undefined,2,Top,1,1,0,Fastball,Sinker,InPlay,Undefined,LineDrive,Error,0,0,,91.04085,-0.976541,3.414719,2256.3842,129.041038,10:15,6.17196,-2.39878,5.42344,-20.65422,13.84576,-15.66316,3.53433,-0.50167,82.82238,-4.836188,0.633612,0.422747,76.74852,13.395987,1.958097,1360.021132,109.98538,8.66304,-1.79128,143.71532,143.71532,-2.015233,1.520064,8.88327,7.58351,2.10673,50,6.07106,-7.15946,-131.92017,-2.97348,15.60393,28.90763,-18.85323,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,991aed80-89da-11f0-81c6-51351d1fede5,89.16072,12.07795,,8.21847,,,,1.56379,3.55473,0.52029,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:00:40.55,2025-09-04T17:00:40.5561856-05:00,2025-09-04T22:00:40.5561856Z,LineDrive,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,7d4877cb-bb25-47df-98ff-c80379a3dad8,55.0782,-133.0283,14.45381,6.17119,-2.25077,-9.42661,2.39264,-7.75761,7.80197,72.109699,1.56379,109.43774,-13.55174,2.64563,-0.55435,0.11276,-0.02331,0.00386,-0.00034,3.55473,26.07887,-21.22993,2.21384,-0.48019,0.1032,-0.02011,0.00348,-0.00033,0.52029,3.74152,-6.38542,1.32168,-0.28238,0.05822,-0.01184,0.00196,-0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
34,2025-09-04,17:01:16.75,3,1,"Nowaczyk, Colin",830158,Left,NEB,"Jesske, Will",822405,Right,NEB,Undefined,2,Top,1,0,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.8139,-1.859227,3.375881,2054.03356,115.250516,9:45,6.17565,-2.9316,5.24387,-26.86749,9.88638,-18.21639,2.18567,-1.27318,80.52164,-6.814881,0.148735,0.436338,,,,,,,,,,,,10.07123,5.89055,2.63492,50,5.98485,-6.7348,-128.51213,-5.17039,16.68788,28.91722,-22.41347,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,aead8a90-89da-11f0-81c6-51351d1fede5,86.38361,,,8.29226,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:01:16.75,2025-09-04T17:01:16.7508992-05:00,2025-09-04T22:01:16.7508992Z,,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,e31a9869-f8d2-443f-923f-ad7a80106068,55.2559,-129.68939,14.45861,6.17677,-4.2579,-11.20674,2.92293,-7.4142,8.34394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
35,2025-09-04,17:01:32.58,3,2,"Nowaczyk, Colin",830158,Left,NEB,"Jesske, Will",822405,Right,NEB,Undefined,2,Top,1,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.48767,-2.889409,4.687784,2176.680098,119.043081,10:00,6.27619,-2.61418,5.29004,-23.57986,11.88406,-19.13446,1.58654,0.20311,82.05627,-7.253891,1.303514,0.428612,,,,,,,,,,,,10.92717,7.18398,2.20057,50,5.99502,-9.81523,-130.65821,-7.47468,18.7405,29.55695,-19.85324,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,b81c1790-89da-11f0-81c6-51351d1fede5,87.94061,,,8.43141,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:01:32.58,2025-09-04T17:01:32.5877760-05:00,2025-09-04T22:01:32.5877760Z,,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,a3f5d077-5179-44eb-b2c9-c5151e6d9839,55.21008,-131.83154,14.77847,6.27611,-6.68655,-9.92662,2.60498,-10.55918,9.37025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
36,2025-09-04,17:02:00.27,3,3,"Nowaczyk, Colin",830158,Left,NEB,"Jesske, Will",822405,Right,NEB,Undefined,2,Top,1,1,1,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,90.22035,-2.282209,2.600185,2122.875052,122.524241,10:00,6.26768,-2.49734,5.18042,-23.59001,11.9889,-16.88458,2.15107,-1.45607,82.01889,-6.640314,-0.389906,0.429307,82.56204,-26.78291,-7.729553,,,,,6.87074,6.87074,7.082984,0.041362,9.22044,7.01433,2.2689,50,6.03754,-5.15081,-130.64553,-6.08315,15.82558,29.30597,-20.13496,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,c8981010-89da-11f0-81c6-51351d1fede5,87.79835,2.26216,,8.20146,,,,2.37739,2.26216,1.44998,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:02:00.27,2025-09-04T17:02:00.2778112-05:00,2025-09-04T22:02:00.2778112Z,GroundBall,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,5933b1c5-4469-42bb-abe1-91517ce8592a,55.3209,-131.83369,14.65299,6.26763,-5.26681,-10.06748,2.49074,-5.79243,7.91279,,2.37573,107.36724,,,,,,,,2.26301,-54.69184,,,,,,,,1.4502,-14.57302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
37,2025-09-04,17:02:35.01,4,1,"Nowaczyk, Colin",830158,Left,NEB,"Kelley, Carter",831357,Right,NEB,Undefined,2,Top,2,0,0,Fastball,Sinker,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,89.62674,-2.360378,4.046856,2050.12949,134.023819,10:30,6.16605,-2.60519,5.38117,-20.55403,15.01446,-14.35729,2.23371,-0.00162,82.05594,-6.182933,1.502046,0.429244,77.53536,58.002016,39.208905,,62.75594,110.61206,90.34199,181.19906,81.59135,58.769743,5.2425,8.34032,8.52993,2.25305,50,5.9399,-8.5396,-129.75039,-6.07122,14.25229,26.53601,-17.59778,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,dd55a9e0-89da-11f0-81c6-51351d1fede5,87.81125,111.76189,,7.5708,,,,1.16999,4.17273,0.40064,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:02:35.01,2025-09-04T17:02:35.0186496-05:00,2025-09-04T22:02:35.0186496Z,Popup,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,baa949fd-9956-473b-ba1e-cf694f475fa7,55.12105,-130.79353,13.26801,6.16496,-5.37944,-8.79889,2.59976,-9.09987,7.12615,206.106238,1.17567,46.47645,-16.52871,3.15093,1.08373,-0.97608,0.2889,-0.03911,0.00202,4.15199,96.82745,-27.80891,4.85355,-1.80078,0.51917,-0.08396,0.00626,-0.00014,0.39103,38.2962,-2.41661,0.93775,-0.92601,0.46373,-0.1183,0.01499,-0.00075,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
38,2025-09-04,17:03:07.15,4,2,"Nowaczyk, Colin",830158,Left,NEB,"Kelley, Carter",831357,Right,NEB,Undefined,2,Top,2,0,1,Fastball,Sinker,InPlay,Undefined,FlyBall,Single,0,1,,90.07096,-1.192374,3.775394,2100.532178,132.569012,10:30,6.05757,-2.8125,5.05184,-19.84076,15.89257,-16.0167,3.27693,-0.58115,82.00032,-4.886429,0.952947,0.430237,,,,,,,,,,,,9.07926,8.58142,2.46605,50,5.92854,-7.86269,-130.40532,-3.43331,15.60656,27.87752,-17.42317,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,f0715380-89da-11f0-81c6-51351d1fede5,87.60849,,,8.07063,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:03:07.15,2025-09-04T17:03:07.1592960-05:00,2025-09-04T22:03:07.1592960Z,,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,3e5ff770-21ea-4028-b830-8d531be2233c,55.45046,-131.56534,13.93876,6.05632,-2.70831,-8.71158,2.80674,-8.51209,7.80328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
39,2025-09-04,17:03:51.03,5,1,"Nowaczyk, Colin",830158,Left,NEB,"Stokes, Rhett",822403,Right,NEB,Undefined,2,Top,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.93233,0.646888,4.047185,2063.420499,116.655046,10:00,6.24371,-2.61401,5.41741,-25.09336,9.58587,-16.78989,4.76015,-0.21541,82.47292,-4.008488,1.070392,0.423844,,,,,,,,,,,,9.5156,4.97949,2.26545,50,6.28414,-8.52126,-131.63287,0.56799,16.63204,28.93614,-23.47055,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,0a8b4d70-89db-11f0-81c6-51351d1fede5,88.92998,,,8.45941,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:03:51.03,2025-09-04T17:03:51.0301184-05:00,2025-09-04T22:03:51.0301184Z,,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,24cc5224-8a1a-4443-ade8-7bb08397248f,55.08219,-132.74536,14.46807,6.24496,1.47035,-11.73527,2.60535,-9.1607,8.31602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
40,2025-09-04,17:04:06.84,5,2,"Nowaczyk, Colin",830158,Left,NEB,"Stokes, Rhett",822403,Right,NEB,Undefined,2,Top,2,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.28564,-3.06943,4.259321,2107.47837,119.171305,10:00,6.08895,-2.83954,5.45584,-24.66793,10.24713,-16.40895,1.14916,-0.21228,83.0423,-7.603751,1.345247,0.425283,,,,,,,,,,,,9.41815,6.30252,2.47493,50,5.80033,-9.00214,-130.65863,-7.92107,16.36427,26.21196,-21.22331,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,140f3730-89db-11f0-81c6-51351d1fede5,88.62911,,,7.24333,,,,,,,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:04:06.84,2025-09-04T17:04:06.8467200-05:00,2025-09-04T22:04:06.8467200Z,,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,930ec3a4-d6b1-41bc-8502-97817ee3afcf,55.04711,-131.66726,13.10598,6.08942,-7.1044,-10.61166,2.83345,-9.63183,8.18213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
41,2025-09-04,17:04:23.33,5,3,"Nowaczyk, Colin",830158,Left,NEB,"Stokes, Rhett",822403,Right,NEB,Undefined,2,Top,2,2,0,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,88.35428,-0.966307,4.29841,2029.595007,120.242263,10:00,6.10118,-2.65695,5.36112,-26.69159,9.91075,-15.01225,2.96804,0.13062,80.86708,-5.883946,1.63942,0.435437,98.69659,14.861282,-28.776257,1929.322969,92.83302,24.27305,-59.00756,291.65214,284.14887,-38.724226,2.754345,8.74733,5.57634,2.28129,50,5.99519,-8.95844,-127.96289,-3.12892,14.53497,25.87427,-22.90815,NEB,NEB,UNebraska,TeamExclusive,Team,20250904-UNebraska-Private-3,1de20440-89db-11f0-81c6-51351d1fede5,86.56224,26.81984,,7.4872,,,,1.6372,3.02293,-0.04308,64a9a57b-5622-4e38-8489-f1580babfa19,2025-09-04,22:04:23.33,2025-09-04T17:04:23.3363456-05:00,2025-09-04T22:04:23.3363456Z,LineDrive,v3,4865,4865,,"Worthley, Jeter",10081852,Right,NEB,f0c7e263-09ea-4652-94af-876e60b468fe,55.14156,-128.99833,12.93713,6.10206,-2.21218,-11.45408,2.65143,-9.5401,7.26748,120.425138,1.6372,122.63403,-24.85645,6.00076,-1.31124,0.25249,-0.04272,0.00538,-0.00032,3.02292,37.12695,-14.7052,-0.06517,0.28393,-0.09995,0.02311,-0.00286,0.00015,-0.04307,-67.35298,-1.51909,1.6298,-0.62035,0.16883,-0.03407,0.00436,-0.00026,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
