GameUID,PositionAt110X,HitTrajectoryXc8,ThrowPositionZ,PitcherTeam,CatcherThrowLocationConfidence,PAofInning,PitchTrajectoryXc1,MeasuredDuration,PitchTrajectoryYc0,HitTrajectoryZc0,HitTrajectoryXc5,RunsScored,PitchReleaseConfidence,ThrowTrajectoryYc2,TaggedPitchType,HitTrajectoryYc0,ExchangeTime,ThrowTrajectoryYc1,Stadium,PitchLocationConfidence,RelSide,Balls,Extension,ContactPositionZ,ThrowTrajectoryXc0,vy0,PitchTrajectoryZc0,ThrowTrajectoryXc2,HitTrajectoryZc6,ZoneSpeed,ThrowSpeed,Strikes,VertBreak,AutoHitType,HitTrajectoryZc3,HitTrajectoryYc6,SpinAxis,AutoPitchType,CatchPositionY,HitTrajectoryZc5,PitchUID,PitcherId,ThrowPositionX,HorzApprAngle,BatterSide,League,Inning,PitchMovementConfidence,PitcherThrows,Time,InducedVertBreak,ThrowTrajectoryXc1,ThrowTrajectoryYc0,ContactPositionY,CatcherTeam,PlateLocSide,HitTrajectoryZc8,HitTrajectoryZc4,PitchLastMeasuredX,Bearing,PitchCall,PitchNo,y0,BatterId,HomeTeam,CatcherThrows,ThrowTrajectoryZc0,PopTime,HitTrajectoryYc2,HitTrajectoryYc5,PlayID,PitcherSet,CatchPositionZ,PitchofPA,HitTrajectoryXc7,HitTrajectoryYc3,ZoneTime,LocalDateTime,HitLandingConfidence,HorzRelAngle,HitTrajectoryYc4,Level,AwayTeam,MaxHeight,HitSpinAxis,HitTrajectoryZc1,PitchTrajectoryXc0,Notes,HitLaunchConfidence,GameID,HitTrajectoryXc4,Pitcher,ThrowPositionY,HitTrajectoryXc6,KorBB,GameForeignID,ThrowTrajectoryZc1,PitchLastMeasuredY,TimeToBase,pfxx,z0,LastTrackedDistance,AwayTeamForeignID,CatcherId,CatcherThrowReleaseConfidence,PitchTrajectoryZc2,HitTrajectoryZc2,VertApprAngle,HitTrajectoryYc8,UTCTime,HitTrajectoryYc1,PlateLocHeight,OutsOnPlay,HomeTeamForeignID,ExitSpeed,ContactPositionX,HitTrajectoryXc3,Direction,CatchPositionX,CatcherThrowCatchConfidence,EffectiveVelo,SpeedDrop,Tilt,Date,PitchTrajectoryYc1,RelHeight,UTCDate,PitchTrajectoryXc2,RelSpeed,HitTrajectoryXc2,BasePositionY,TaggedHitType,Outs,ay0,vz0,BatterTeam,BasePositionX,HitTrajectoryXc1,pfxz,Distance,VertRelAngle,BasePositionZ,PositionAt110Z,PositionAt110Y,HitTrajectoryZc7,Batter,ax0,HorzBreak,PitchTrajectoryZc1,x0,Angle,PitchTrajectoryYc2,ThrowTrajectoryZc2,HitTrajectoryXc0,PitchLastMeasuredZ,az0,System,Catcher,Top/Bottom,PlayResult,SpinRate,HitSpinRate,vx0,UTCDateTime,HangTime,HitTrajectoryYc7
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,2,-134.06653,,6.59885,,,0,High,,Fastball,,,,UNebraska,High,1.52783,1,6.08943,,,-133.23113,-1.52428,,,84.71588,,0,-14.18414,,,,207.767157,Four-Seam,,,39bb5b20-890f-11f0-a84e-8d3a62d886e2,814215,,-0.52965,Left,Team,1,High,Right,16:44:52.71,18.46253,,,,NEB,0.26905,,,,,StrikeCalled,6,50.0,830147,NEB,Right,,,,,25ea1841-047c-4c46-a274-c4ae4a31d827,Undefined,,2,,,0.411236,2025-09-03T16:44:52.7170048-05:00,,-2.191317,,TeamExclusive,NEB,,,,54.41289,,,20250903-UNebraska-Private-2,,"Katskee, Cooper",,,Undefined,,,,,-5.29138,6.43327,,4865,10277361,,-4.81437,,-4.780748,,21:44:52.71,,3.4944,0,4865,,,,,,,91.6565,6.96651,1:00,2025-09-03,-4.79389,6.60155,2025-09-03,12.65039,91.6824,,,Undefined,1,25.30079,-5.23594,NEB,,,10.32379,,-2.078614,,,,,"Moyer, Mac",-9.62873,9.23217,5.02895,-1.36348,,-6.69391,,,,-13.38782,v3,"Fikes, Trey",Top,Undefined,2233.754692,,4.71103,2025-09-03T21:44:52.7170048Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,2,-141.24426,,6.74773,,,0,High,,Fastball,,,,UNebraska,High,1.17067,2,6.25104,,,-140.29287,-1.16768,,,88.66916,,2,-13.48205,,,,210.370087,Four-Seam,,,c1d550f0-8910-11f0-a84e-8d3a62d886e2,814215,,-0.176262,Left,Team,2,High,Right,16:55:50.58,16.03993,,,,NEB,0.27058,,,,,InPlay,25,50.0,830147,NEB,Right,,,,,1c082cd5-e712-419a-99e5-2faf2ffc4b51,Undefined,,5,,,0.391061,2025-09-03T16:55:50.5857536-05:00,,-1.774914,,TeamExclusive,NEB,,,,54.25166,,,20250903-UNebraska-Private-2,,"Jasa, Carson",,,Undefined,,,,,-5.11563,6.43855,,4865,10277361,,-5.10188,,-6.661892,,21:55:50.58,,1.84602,1,4865,,,,,,,96.38512,8.08382,1:00,2025-09-03,-10.04493,6.74991,2025-09-03,15.74985,96.75298,,,GroundBall,1,31.49969,-10.42841,NEB,,,9.76512,,-4.090108,,,,,"Nunez, Devin",-10.20376,8.84851,4.27943,-1.04308,,-6.34818,,,,-12.69636,v3,"Fikes, Trey",Top,Out,2400.762035,,3.97125,2025-09-03T21:55:50.5857536Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,-0.00851,,NEB,,3,-133.58859,,6.11555,-0.44537,0.39433,0,High,,Fastball,2.59033,,,UNebraska,High,-1.74684,3,5.56877,-0.44536,,-132.55652,1.73886,,-0.03215,83.64806,,0,-18.82631,GroundBall,-0.19839,0.08521,123.318396,Sinker,,0.02689,53668650-8912-11f0-a84e-8d3a62d886e2,813539,,0.443558,Right,Team,2,High,Left,17:07:04.31,15.04048,,,2.59032,NEB,0.43275,-0.00166,0.08305,,51.446559,FoulBallNotFieldable,45,50.0,10102569,NEB,Right,,,-16.48076,-0.12619,2abd006a-9efa-47d7-a2ba-5dc5252b1848,Undefined,,5,0.07168,0.84623,0.41885,2025-09-03T17:07:04.3155968-05:00,Medium,4.218942,0.03763,TeamExclusive,NEB,12.37348,244.265097,51.79169,54.93436,,High,20250903-UNebraska-Private-2,-0.69339,"Cleavinger, Grant",,-0.22453,Undefined,,,,,11.91383,5.93153,109.27608,4865,830325,,10.61906,-0.8712,-5.531045,0.00108,22:07:04.31,24.8887,2.67227,0,4865,52.15386,1.02053,1.99267,45.729083,,,89.9903,7.87159,10:00,2025-09-03,-4.64652,6.11685,2025-09-03,13.9166,91.51965,-8.79149,,Undefined,1,27.83321,-5.2789,NEB,,50.49171,8.4815,111.47504,-2.001649,,,,0.01239,"Senstock, Joey",21.23811,-21.22501,-9.6159,1.39691,18.989171,-8.52726,,1.02052,,-17.05452,v3,"Peterson, Elliott",Bottom,Undefined,2349.088769,3013.484573,-8.82838,2025-09-03T22:07:04.3155968Z,1.748849,-0.02111
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,2,-141.05058,,6.74721,,,0,High,,Fastball,,,,UNebraska,High,1.004,2,6.51735,,,-140.15736,-1.00027,,,88.49339,,1,-10.69642,,,,205.373305,Four-Seam,,,b8988250-8910-11f0-a84e-8d3a62d886e2,814215,,-1.002217,Left,Team,2,High,Right,16:55:35.10,18.60914,,,,NEB,-0.61316,,,,,StrikeCalled,24,50.0,830147,NEB,Right,,,,,f35eb8a7-51fd-4326-9cef-2913eb4f539f,Undefined,,4,,,0.389625,2025-09-03T16:55:35.1054336-05:00,,-2.521383,,TeamExclusive,NEB,,,,53.98355,,,20250903-UNebraska-Private-2,,"Jasa, Carson",,,Undefined,,,,,-5.06677,6.44302,,4865,10277361,,-5.04188,,-6.420129,,21:55:35.10,,1.87045,0,4865,,,,,,,96.7404,8.23308,12:45,2025-09-03,-10.5974,6.75106,2025-09-03,15.76358,96.72648,,,Undefined,1,31.52716,-10.87597,NEB,,,11.22587,,-4.334919,,,,,"Nunez, Devin",-10.08375,8.37575,6.10189,-0.83144,,-4.91633,,,,-9.83265,v3,"Fikes, Trey",Top,Undefined,2423.953941,,5.81619,2025-09-03T21:55:35.1054336Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,3,-134.43478,,6.03416,,,0,High,,Fastball,,,,UNebraska,High,-1.80441,2,5.57387,,,-133.34657,1.79472,,,83.54661,,0,-19.12336,,,,123.9946,Sinker,,,46446730-8912-11f0-a84e-8d3a62d886e2,813539,,-0.629487,Right,Team,2,High,Left,17:06:42.24,14.47202,,,,NEB,-0.74337,,,,,BallCalled,44,50.0,10102569,NEB,Right,,,,,0e947e71-56fc-4021-a99c-ad37283ae24b,Undefined,,4,,,0.417168,2025-09-03T17:06:42.2414336-05:00,,2.901171,,TeamExclusive,NEB,,,,54.9263,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,10.75024,6.00312,,4865,830325,,9.64553,,-3.831739,,22:06:42.24,,4.22494,0,4865,,,,,,,90.35308,8.41491,10:15,2025-09-03,-0.50577,6.0355,2025-09-03,14.78814,91.96152,,,Undefined,1,29.57629,-1.18149,NEB,,,7.69524,,-0.231957,,,,,"Senstock, Joey",19.29106,-19.81446,-6.54076,1.56712,,-9.18256,,,,-18.36512,v3,"Peterson, Elliott",Bottom,Undefined,2417.118616,,-5.83098,2025-09-03T22:06:42.2414336Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,3,-133.56165,,6.15742,,,0,High,,Fastball,,,,UNebraska,High,-1.77125,1,5.61229,,,-132.50928,1.76219,,,83.21739,,0,-18.83052,,,,124.976246,Sinker,,,39b9f430-8912-11f0-a84e-8d3a62d886e2,813539,,-1.066591,Right,Team,2,High,Left,17:06:21.20,15.08918,,,,NEB,-1.10118,,,,,BallCalled,43,50.0,10277361,NEB,Right,,,,,8a4ec6fa-d047-4649-85df-7d8b90a682ee,Undefined,,3,,,0.419177,2025-09-03T17:06:21.2047360-05:00,,2.502109,,TeamExclusive,NEB,,,,54.88872,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,10.76304,6.09712,,4865,830325,,9.55666,,-4.126885,,22:06:21.20,,4.04617,0,4865,,,,,,,89.92009,8.1067,10:15,2025-09-03,-1.31463,6.15892,2025-09-03,14.31887,91.32409,,,Undefined,1,28.63775,-1.96706,NEB,,,8.11989,,-0.581732,,,,,"Fikes, Trey",19.11331,-20.00288,-5.57759,1.57014,,-8.87726,,,,-17.75453,v3,"Peterson, Elliott",Bottom,Undefined,2343.844052,,-4.87522,2025-09-03T22:06:21.2047360Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,3,-132.94126,,6.11648,,,0,High,,Fastball,,,,UNebraska,High,-1.83869,0,5.68478,,,-131.93224,1.82957,,,83.07818,,0,-19.03245,,,,123.471145,Sinker,,,1fcadad0-8912-11f0-a84e-8d3a62d886e2,813539,,-0.599866,Right,Team,2,High,Left,17:05:37.69,15.0332,,,,NEB,-0.64175,,,,,BallCalled,41,50.0,10277361,NEB,Right,,,,,f97319d4-9fcb-4966-b69d-1f06bc3eb38f,Undefined,,1,,,0.420078,2025-09-03T17:05:37.6928256-05:00,,3.166988,,TeamExclusive,NEB,,,,54.81716,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,11.53048,6.01481,,4865,830325,,10.17417,,-4.661536,,22:05:37.69,,3.52193,0,4865,,,,,,,89.72728,7.86859,10:00,2025-09-03,-2.47501,6.1179,2025-09-03,13.87039,90.94678,,,Undefined,1,27.74078,-3.1158,NEB,,,8.24878,,-1.08167,,,,,"Fikes, Trey",20.34834,-21.09785,-7.09439,1.58499,,-8.80852,,,,-17.61705,v3,"Peterson, Elliott",Bottom,Undefined,2417.05381,,-6.35426,2025-09-03T22:05:37.6928256Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,0.67534,NEB,Low,2,-131.87779,,6.17361,,,0,High,-9.19396,Fastball,,0.758272,5.49353,UNebraska,High,-1.7132,2,5.64257,,-1.53005,-130.84419,1.7056,-9.00101,,82.16046,75.55948,2,-14.5367,,,,138.647911,Four-Seam,3.51479,,0eca7010-8912-11f0-a84e-8d3a62d886e2,813539,-1.64219,-0.30238,Right,Team,2,High,Left,17:05:09.15,20.2154,109.38175,6.46842,,NEB,-0.59778,,,,,StrikeCalled,40,50.0,10277361,NEB,Right,0.63058,,,,651e0960-903e-49ad-a51a-fd63c647a43d,Undefined,0.61879,5,,,0.424289,2025-09-03T17:05:09.1540000-05:00,,2.693718,,TeamExclusive,NEB,,,,54.85792,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",6.48686,,Strikeout,,-1.85055,,,9.21969,6.05662,,4865,830325,Medium,7.98103,,-4.096587,,22:05:09.15,,3.74171,0,4865,,,,,-1.67702,High,88.8367,8.05649,10:30,2025-09-03,-2.9183,6.17723,2025-09-03,13.97453,90.21695,,,Undefined,0,27.94906,-3.4083,NEB,,,10.93071,,-1.310528,,,,,"Fikes, Trey",15.96205,-16.79217,-5.99189,1.49493,,-6.62486,2.92901,,,-13.24971,v3,"Peterson, Elliott",Bottom,Undefined,2420.647302,,-5.40159,2025-09-03T22:05:09.1540000Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,2,-130.62268,,6.18084,,,0,High,,Fastball,,,,UNebraska,High,-1.89678,2,5.59092,,,-129.59473,1.8901,,,81.6749,,1,-16.7528,,,,139.391909,Four-Seam,,,ff68c130-8911-11f0-a84e-8d3a62d886e2,813539,,-0.160947,Right,Team,2,High,Left,17:04:43.35,18.7191,,,,NEB,-0.79376,,,,,StrikeCalled,39,50.0,10277361,NEB,Right,,,,,2380c92d-0498-4cbf-9224-f871ff80d840,Undefined,,4,,,0.428661,2025-09-03T17:04:43.3559040-05:00,,2.522474,,TeamExclusive,NEB,,,,54.90951,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,8.28221,5.92449,,4865,830325,,7.03811,,-6.056569,,22:04:43.35,,2.08397,0,4865,,,,,,,87.93072,7.76354,10:45,2025-09-03,-6.52702,6.18378,2025-09-03,13.621,89.43843,,,Undefined,0,27.24201,-7.06014,NEB,,,10.61776,,-2.890218,,,,,"Fikes, Trey",14.07622,-15.04721,-5.56952,1.68996,,-7.06419,,,,-14.12838,v3,"Peterson, Elliott",Bottom,Undefined,2401.476024,,-5.03837,2025-09-03T22:04:43.3559040Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,2,-132.78133,,6.17049,,,0,High,,Fastball,,,,UNebraska,High,-1.71986,1,5.62014,,,-131.77236,1.71253,,,83.34959,,1,-17.74745,,,,130.51004,Four-Seam,,,db97bf90-8911-11f0-a84e-8d3a62d886e2,813539,,1.045552,Right,Team,2,High,Left,17:03:43.28,16.44501,,,,NEB,0.74975,,,,,BallCalled,38,50.0,10277361,NEB,Right,,,,,0599125c-d13b-47b3-856e-b7ab99788c26,Undefined,,3,,,0.420859,2025-09-03T17:03:43.2834560-05:00,,4.2416,,TeamExclusive,NEB,,,,54.88201,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,10.23989,5.89337,,4865,830325,,9.02504,,-6.460024,,22:03:43.28,,1.76448,0,4865,,,,,,,89.56073,7.71718,10:15,2025-09-03,-7.22422,6.17245,2025-09-03,13.66892,91.06677,,,Undefined,0,27.33785,-7.79287,NEB,,,9.51166,,-3.126742,,,,,"Fikes, Trey",18.05008,-17.9545,-9.63878,1.36908,,-7.70381,,,,-15.40762,v3,"Peterson, Elliott",Bottom,Undefined,2377.10462,,-8.9726,2025-09-03T22:03:43.2834560Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,2,-133.36859,,6.19283,,,0,High,,Fastball,,,,UNebraska,High,-1.88418,1,5.64048,,,-132.30172,1.87612,,,82.97127,,0,-17.95891,,,,129.604304,Four-Seam,,,cf75f970-8911-11f0-a84e-8d3a62d886e2,813539,,-0.932678,Right,Team,2,High,Left,17:03:22.88,16.0906,,,,NEB,-1.24786,,,,,StrikeSwinging,37,50.0,10277361,NEB,Right,,,,,91191e75-fd1b-4289-82c8-35a67d2f0899,Undefined,,2,,,0.419978,2025-09-03T17:03:22.8834304-05:00,,2.296491,,TeamExclusive,NEB,,,,54.8601,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,9.78001,6.09057,,4865,830325,,8.63652,,-4.485866,,22:03:22.88,,3.67846,0,4865,,,,,,,89.74852,8.2298,10:15,2025-09-03,-2.4905,6.19476,2025-09-03,14.57959,91.20107,,,Undefined,0,29.15919,-3.09942,NEB,,,8.79374,,-1.092044,,,,,"Fikes, Trey",17.27305,-18.08714,-5.11635,1.70049,,-8.32143,,,,-16.64286,v3,"Peterson, Elliott",Bottom,Undefined,2437.92516,,-4.48437,2025-09-03T22:03:22.8834304Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,2,-131.87775,,6.24271,,,0,High,,Fastball,,,,UNebraska,High,-1.7733,0,5.60047,,,-130.80264,1.76552,,,82.04699,,0,-17.39824,,,,133.631189,Four-Seam,,,b91e85c0-8911-11f0-a84e-8d3a62d886e2,813539,,-0.293118,Right,Team,2,High,Left,17:02:45.46,17.51745,,,,NEB,-0.62023,,,,,BallCalled,36,50.0,10277361,NEB,Right,,,,,e796149e-8c03-432d-a24b-380b820adaa5,Undefined,,1,,,0.425286,2025-09-03T17:02:45.4607872-05:00,,2.762232,,TeamExclusive,NEB,,,,54.89974,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,9.43048,6.05803,,4865,830325,,8.13017,,-5.346152,,22:02:45.46,,2.87609,0,4865,,,,,,,88.62835,8.21657,10:30,2025-09-03,-4.66566,6.24523,2025-09-03,14.40944,90.26355,,,Undefined,0,28.81887,-5.23553,NEB,,,9.80052,,-2.052487,,,,,"Fikes, Trey",16.26034,-17.1334,-6.14374,1.54764,,-7.63781,,,,-15.27562,v3,"Peterson, Elliott",Bottom,Undefined,2376.64208,,-5.53714,2025-09-03T22:02:45.4607872Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,3,-133.79038,,6.15547,,,0,High,,Sinker,,,,UNebraska,High,-1.82424,1,5.6174,,,-132.75163,1.81539,,,83.54055,,0,-18.9495,,,,123.732617,Sinker,,,2ba3d820-8912-11f0-a84e-8d3a62d886e2,813539,,-0.754557,Right,Team,2,High,Left,17:05:57.56,14.80202,,,,NEB,-0.81774,,,,,BallCalled,42,50.0,10277361,NEB,Right,,,,,9c088c58-61e5-4c64-9f91-c52291fea2ff,Undefined,,2,,,0.418136,2025-09-03T17:05:57.5611392-05:00,,2.910522,,TeamExclusive,NEB,,,,54.88436,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,11.16859,6.0444,,4865,830325,,9.96807,,-4.733632,,22:05:57.56,,3.48071,0,4865,,,,,,,90.14391,7.9722,10:00,2025-09-03,-2.70708,6.15684,2025-09-03,14.17128,91.51275,,,Undefined,1,28.34256,-3.35369,NEB,,,8.14048,,-1.173709,,,,,"Fikes, Trey",19.93613,-20.54741,-6.54633,1.58886,,-8.82158,,,,-17.64317,v3,"Peterson, Elliott",Bottom,Undefined,2380.541142,,-5.81567,2025-09-03T22:05:57.5611392Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,1,-133.72341,,6.19914,,,0,High,,Fastball,,,,UNebraska,High,-1.80074,0,5.76426,,,-132.63869,1.79519,,,82.78191,,0,-14.08292,,,,150.08395,Four-Seam,,,5a1636e0-8911-11f0-a84e-8d3a62d886e2,813539,,0.580791,Right,Team,2,High,Left,17:00:05.96,19.75966,,,,NEB,-0.3698,,,,,BallCalled,29,50.0,814552,NEB,Right,,,,,61bd775c-f64c-4ee9-9b21-4ace05af33ea,Undefined,,2,,,0.4187,2025-09-03T17:00:05.9663360-05:00,,2.493543,,TeamExclusive,NEB,,,,54.73381,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,6.14048,6.10881,,4865,830325,,5.42522,,-3.753797,,22:00:05.96,,4.06602,0,4865,,,,,,,90.02247,8.72062,11:00,2025-09-03,-2.30469,6.20307,2025-09-03,15.25877,91.50253,,,Undefined,0,30.51755,-2.77807,NEB,,,10.67091,,-1.034055,,,,,"Newhan, Nico",10.85045,-10.69682,-5.67337,1.60039,,-6.65907,,,,-13.31815,v3,"Peterson, Elliott",Bottom,Undefined,2571.805955,,-5.2877,2025-09-03T22:00:05.9663360Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,105.68787,-1E-05,,NEB,,1,-133.04711,,6.02354,0.04496,-0.02103,0,High,,Fastball,2.54184,,,UNebraska,High,-1.87063,2,5.66377,0.0451,,-131.9878,1.86289,,-0.02095,82.93059,,1,-18.02068,FlyBall,1.00935,0.01779,126.49272,Sinker,,0.10494,a1c50b60-8911-11f0-a84e-8d3a62d886e2,813539,,0.131708,Left,Team,2,High,Left,17:02:06.28,16.15867,,,2.54349,NEB,-0.05952,-0.00011,-0.38014,,-20.438943,InPlay,35,50.0,1000220671,NEB,Right,,,-17.22416,-0.01473,5a1ea5e4-d8fe-47e6-8a74-aad4349b63e9,Undefined,,8,-0.00118,1.00066,0.420778,2025-09-03T17:02:06.2841856-05:00,Medium,3.750063,-0.12092,TeamExclusive,NEB,70.8627,156.237721,-23.65153,54.83866,,High,20250903-UNebraska-Private-2,-0.50461,"Cleavinger, Grant",,0.01492,Undefined,,,,,11.41091,5.82723,268.04317,4865,830325,,10.02936,-0.60304,-5.605417,0.00025,22:02:06.28,65.18814,2.46315,0,4865,83.35574,0.94362,4.10933,-13.218845,,,89.57793,8.19467,10:15,2025-09-03,-5.08372,6.02526,2025-09-03,14.50577,91.12526,-20.26673,,Popup,0,29.01154,-5.66924,NEB,,100.62578,9.18063,275.02294,-2.203692,,-30.49662,60.26753,0.00237,"Freeman, Preston",20.05871,-20.29025,-8.48756,1.56635,32.205672,-8.01792,,0.94721,,-16.03583,v3,"Peterson, Elliott",Bottom,Out,2414.285496,4216.929935,-7.75515,2025-09-03T22:02:06.2841856Z,4.696104,-0.00378
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,1,-134.45125,,6.21166,,,0,High,,Fastball,,,,UNebraska,High,-1.82176,0,5.58136,,,-133.37909,1.8138,,,83.7568,,0,-18.29702,,,,127.540925,Sinker,,,51ab5e40-8911-11f0-a84e-8d3a62d886e2,813539,,-2.072301,Right,Team,2,High,Left,16:59:51.54,15.23383,,,,NEB,-2.22203,,,,,BallCalled,28,50.0,814552,NEB,Right,,,,,43f3d084-d4be-420c-9072-a79d9b2a695c,Undefined,,1,,,0.416767,2025-09-03T16:59:51.5432960-05:00,,1.215133,,TeamExclusive,NEB,,,,54.91951,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,9.61504,6.14999,,4865,830325,,8.64429,,-4.042678,,21:59:51.54,,4.12973,0,4865,,,,,,,90.43998,8.11301,10:15,2025-09-03,-1.35812,6.21324,2025-09-03,14.59271,91.86981,,,Undefined,0,29.18542,-1.99914,NEB,,,8.18922,,-0.598118,,,,,"Newhan, Nico",17.28858,-18.42387,-2.61724,1.72932,,-8.72462,,,,-17.44923,v3,"Peterson, Elliott",Bottom,Undefined,2516.279992,,-1.98212,2025-09-03T21:59:51.5432960Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,1,-131.78977,,6.25344,,,0,High,,Fastball,,,,UNebraska,High,-1.78438,0,5.62174,,,-130.81142,1.77858,,,82.89707,,0,-15.57895,,,,141.330872,Four-Seam,,,638252e0-8911-11f0-a84e-8d3a62d886e2,813539,,0.100063,Right,Team,2,High,Left,17:00:21.77,19.0541,,,,NEB,-0.49361,,,,,BallCalled,30,50.0,814552,NEB,Right,,,,,bf0ec1ae-2658-4b4e-8bc6-99126c03b0b4,Undefined,,3,,,0.423562,2025-09-03T17:00:21.7719296-05:00,,2.664961,,TeamExclusive,NEB,,,,54.87997,,,20250903-UNebraska-Private-2,,"Cleavinger, Grant",,,Undefined,,,,,7.97957,5.94489,,4865,830325,,6.94722,,-6.467522,,22:00:21.77,,1.65861,0,4865,,,,,,,88.98924,7.3837,10:45,2025-09-03,-8.05733,6.25638,2025-09-03,13.16183,90.28077,,,Undefined,0,26.32365,-8.54654,NEB,,,10.91812,,-3.527256,,,,,"Newhan, Nico",13.89444,-14.37694,-5.97011,1.56629,,-6.58144,,,,-13.16287,v3,"Peterson, Elliott",Bottom,Undefined,2520.042578,,-5.45371,2025-09-03T22:00:21.7719296Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,NEB,,3,-141.30709,,6.86379,,,0,High,,Fastball,,,,UNebraska,High,0.97156,0,6.49325,,,-140.50124,-0.96806,,,89.43533,,0,-13.52717,,,,210.230908,Four-Seam,,,d418ea10-8910-11f0-a84e-8d3a62d886e2,814215,,-1.78809,Right,Team,2,High,Right,16:56:21.24,15.41398,,,,NEB,-1.37824,,,,,StrikeCalled,26,50.0,1000352885,NEB,Right,,,,,8395a620-2050-4b36-8fb4-cc8bd5198869,Undefined,,1,,,0.387195,2025-09-03T16:56:21.2400128-05:00,,-3.32738,,TeamExclusive,NEB,,,,54.00915,,,20250903-UNebraska-Private-2,,"Jasa, Carson",,,Undefined,,,,,-5.2565,6.65026,,4865,10277361,,-5.31559,,-5.561697,,21:56:21.24,,2.99614,0,4865,,,,,,,97.3475,7.35637,1:00,2025-09-03,-7.30766,6.86599,2025-09-03,14.16107,96.7917,,,Undefined,2,28.32215,-7.70147,NEB,,,9.06485,,-2.979739,,,,,"Buck, Jett",-10.63118,8.49934,8.11513,-0.74147,,-6.92028,,,,-13.84056,v3,"Fikes, Trey",Top,Undefined,2483.179419,,7.81264,2025-09-03T21:56:21.2400128Z,,
ae614e11-b1b9-4508-b311-468f30c2a3a8,109.78647,0.00022,,NEB,,3,-140.86684,,6.91188,-2.17097,-0.15765,0,High,,Fastball,0.76055,,,UNebraska,High,0.70949,0,6.23611,-2.16708,,-139.96821,-0.70598,,-0.00568,88.77947,,1,-14.46162,FlyBall,-2.29242,0.03951,217.304359,Four-Seam,,-0.00391,db26f1d0-8910-11f0-a84e-8d3a62d886e2,814215,,0.862225,Right,Team,2,High,Right,16:56:33.09,15.08135,,,0.76207,NEB,0.60269,-1E-05,0.3335,,12.28541,InPlay,27,50.0,1000352885,NEB,Right,,,-20.93672,-0.09505,21ed2079-ea00-4d0b-b296-87af0499b4c6,Undefined,,2,-0.00535,1.59515,0.3912,2025-09-03T16:56:33.0966016-05:00,Low,-1.093153,-0.07893,TeamExclusive,NEB,98.27015,216.743557,-1.02098,54.26708,,Low,20250903-UNebraska-Private-2,-0.154,"Jasa, Carson",,0.04676,Undefined,,,,,-5.92953,6.66821,256.495,4865,10277361,,-5.92168,8.37804,-5.931633,0.00034,21:56:33.09,83.76155,2.76303,1,4865,90.0862,0.48811,3.6362,-0.61684,,,96.35092,7.57541,1:15,2025-09-03,-7.80102,6.91364,2025-09-03,14.7856,96.35488,-19.09311,,FlyBall,2,29.5712,-8.23605,NEB,,102.02842,8.94111,318.1672,-3.188984,,6.84681,78.27144,0.00055,"Buck, Jett",-11.84336,10.82138,2.57173,-0.63329,39.331727,-7.15775,,0.49625,,-14.3155,v3,"Fikes, Trey",Top,Out,2341.042455,3753.052926,2.21182,2025-09-03T21:56:33.0966016Z,5.271901,-0.00618
