PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
145,5/31/2025,19:02.9,4,1,"Horn, Tyner",10068252,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,5,Top,2,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.55363,-0.215575,-2.103223,1473.600109,270.74226,3:00,5.66907,0.79946,5.59226,-37.60041,0.97189,17.79469,2.33428,0.31771,78.50373,-7.10471,1.075866,0.447002,,,,,,,,,,,,-9.59504,0.91878,-0.63085,50,5.62609,3.81546,-124.23807,-1.81622,-14.9976,24.87582,-30.73792,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,598896a0-3e43-11f0-8e21-9f560cccee3c,84.32277,,,7.0499,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:02.9,2025-05-31T13:19:02.8992512-04:00,2025-05-31T17:19:02.8992512Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,2ae9c8da-de3a-4280-a684-fc42a4b7aafa,54.90707,-125.21675,12.43791,5.67375,-0.60691,-15.36896,-0.79257,4.4055,-7.4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
146,5/31/2025,19:15.6,4,2,"Horn, Tyner",10068252,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,5,Top,2,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.25949,-0.026738,-1.073412,1488.903537,260.062889,2:45,5.73366,0.88756,5.34914,-34.31718,3.93658,15.70217,2.84881,1.18916,79.10064,-6.307041,1.718992,0.445152,,,,,,,,,,,,-8.30599,2.26882,-0.80302,50,5.70647,1.6888,-125.29176,-1.31024,-13.20054,25.35932,-28.56823,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,610b0b10-3e43-11f0-8e21-9f560cccee3c,84.67316,,,7.15885,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:15.6,2025-05-31T13:19:15.5846656-04:00,2025-05-31T17:19:15.5846656Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,9633da84-2753-4def-af48-0812f9f4fc42,55.15133,-126.3301,12.67966,5.73617,-0.14052,-14.28411,-0.88323,2.22929,-6.60027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
147,5/31/2025,19:27.1,4,3,"Horn, Tyner",10068252,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,5,Top,2,1,1,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,86.03673,-0.5535,-0.069243,2769.452712,78.104347,8:30,5.83896,0.71372,5.24333,-38.92522,-0.5711,-7.9491,2.07501,-0.01378,79.60313,-7.608103,-1.481473,0.445736,101.65825,18.334485,-25.963075,1706.972774,97.07684,30.18064,-51.73064,325.76002,320.21935,-32.838116,3.216676,4.00725,0.11953,-0.70106,50,5.75871,0.48827,-125.04382,-2.6776,6.38829,23.59063,-31.98349,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,67f02e10-3e43-11f0-8e21-9f560cccee3c,84.56232,36.33636,,6.4336,,,,2.71448,2.17957,0.05755,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:27.1,2025-05-31T13:19:27.0909952-04:00,2025-05-31T17:19:27.0909952Z,LineDrive,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,1d042dc9-a296-4d32-9816-14b9f509626a,55.25732,-126.03176,11.79532,5.8428,-1.33818,-15.99175,-0.7159,0.22074,3.19415,125.653863,2.71443,127.24721,-24.2617,6.09766,-1.39103,0.25792,-0.03472,0.00199,0.0001,2.17956,46.90224,-17.2529,0.76685,0.01631,0.00449,-0.01359,0.00531,-0.00063,0.0576,-61.96221,0.96447,1.30076,-0.58823,0.16683,-0.0341,0.0045,-0.0003,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,72.64091,22.0099997,-16.87369316
148,5/31/2025,21:49.7,1,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,5,Bottom,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.55542,0.636335,-1.766555,2138.163002,267.740166,3:00,5.15565,1.23685,4.83848,-36.85372,1.85996,16.88816,2.68733,0.97101,79.33836,-6.037212,1.207003,0.44782,,,,,,,,,,,,-8.78823,1.10535,-1.07732,50,5.18705,3.08959,-125.57419,-0.08336,-14.06543,24.87296,-30.40497,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,bcf0e440-3e43-11f0-8e21-9f560cccee3c,84.16871,,,7.21706,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,21:49.7,2025-05-31T13:21:49.7070592-04:00,2025-05-31T17:21:49.7070592Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,8976c2f6-855d-4c34-bbd7-ef1982dda0eb,55.66033,-126.69039,12.43648,5.16018,1.2811,-15.20248,-1.23013,3.7208,-7.03271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
149,5/31/2025,22:06.2,1,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,5,Bottom,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.62683,2.20E-05,-1.623948,2175.654361,273.353791,3:00,4.95999,1.49666,4.90506,-37.74447,0.09016,19.18592,1.81464,1.55933,80.1108,-6.83414,1.760822,0.442707,,,,,,,,,,,,-9.9404,0.40181,-1.35484,50,4.92834,2.71046,-127.1108,-1.52737,-16.2194,26.71083,-31.5184,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,c6c36330-3e43-11f0-8e21-9f560cccee3c,85.14088,,,7.51604,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,22:06.2,2025-05-31T13:22:06.1780000-04:00,2025-05-31T17:22:06.1780000Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,519451f6-a1d0-483f-b851-5389663690a1,55.59401,-128.28093,13.35542,4.96501,-0.14663,-15.7592,-1.48914,3.42099,-8.1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
150,5/31/2025,22:21.7,1,3,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,5,Bottom,0,1,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.61723,1.944446,-0.182357,2098.474859,127.660209,10:15,4.85037,1.41442,4.37074,-46.0031,6.80689,-6.80469,2.87447,0.67321,68.7245,-6.324198,-1.369597,0.523033,,,,,,,,,,,,3.2561,3.24921,-1.38765,50,5.01308,0.6269,-108.19387,2.01305,3.8885,17.55455,-28.29379,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,cfe8d940-3e43-11f0-971e-77add66f9bd5,72.06506,,,5.89273,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,22:21.7,2025-05-31T13:22:21.6574976-04:00,2025-05-31T17:22:21.6574976Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,78d39c0f-24ed-45a1-97a7-fe8ab41ad886,56.12702,-109.18346,8.77728,4.85465,3.60804,-14.14689,-1.41681,0.4077,1.94425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
151,5/31/2025,22:38.1,1,4,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,5,Bottom,0,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.14689,0.435525,1.703357,2173.89101,117.518509,10:00,4.71233,1.41217,4.33911,-46.76644,5.36803,-7.31319,1.23149,2.43088,69.4116,-7.934894,0.427104,0.519678,,,,,,,,,,,,3.98835,2.93705,-1.58769,50,4.71234,-2.93474,-108.97307,-0.88677,4.82949,17.89467,-28.61759,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,d9bf28c0-3e43-11f0-971e-77add66f9bd5,72.53043,,,5.7353,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,22:38.1,2025-05-31T13:22:38.0691456-04:00,2025-05-31T17:22:38.0691456Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,f148338a-c10f-413d-87b4-1c78cecb7169,56.15901,-109.9798,8.94734,4.71694,0.72323,-14.3088,-1.41494,-3.20644,2.41475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
152,5/31/2025,22:54.1,1,5,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,5,Bottom,0,2,2,Slider,Curveball,InPlay,Undefined,LineDrive,Out,1,0,,74.05852,1.151316,0.034052,2088.257073,123.639737,10:00,4.77023,1.49468,4.18083,-47.69715,6.66764,-7.4067,1.89895,0.91009,67.85786,-7.399733,-1.254755,0.530677,88.16884,21.081928,-4.232524,3191.946084,109.00019,37.38975,-14.79594,301.21825,292.72014,-12.35059,3.94318,3.6139,3.3213,-1.48998,50,4.84742,0.24243,-107.3101,0.42237,4.20956,18.7533,-28.30532,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,e35206a0-3e43-11f0-971e-77add66f9bd5,71.0271,45.34632,,6.20066,,,,2.91662,2.13568,-0.92943,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,22:54.1,2025-05-31T13:22:54.0757504-04:00,2025-05-31T17:22:54.0757504Z,LineDrive,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,4e1072a5-0605-4345-af30-a49ceccb31cb,56.31749,-108.40851,9.37665,4.77413,2.08025,-14.15266,-1.49696,-0.00413,2.10478,150.444352,2.91644,120.33611,-24.32463,6.0431,-1.3848,0.31724,-0.06664,0.00979,-0.00065,2.13661,46.4866,-11.86529,-1.27803,0.98102,-0.42465,0.12069,-0.01864,0.00116,-0.92929,-8.90921,-5.80651,2.35411,-0.68206,0.15153,-0.02534,0.00286,-0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,30.88183,-3.397005885,-13.25337254
153,5/31/2025,23:29.6,2,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Nunez, Devin",830147,Left,NEB,Undefined,5,Bottom,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.11114,0.323536,-1.983288,2283.128018,276.733632,3:15,4.99016,1.41505,4.79683,-39.75301,-1.28272,21.38163,1.98418,1.31679,79.57446,-6.855883,1.780479,0.44641,,,,,,,,,,,,-11.09945,-0.36941,-1.23709,50,4.98775,3.37509,-126.32493,-0.91343,-17.87686,26.52231,-32.76904,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,f878c280-3e43-11f0-971e-77add66f9bd5,84.43453,,,7.53668,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,23:29.6,2025-05-31T13:23:29.6167424-04:00,2025-05-31T17:23:29.6167424Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,08a50221-ff98-4884-96a8-5308276a5bbf,55.70289,-127.51664,13.26116,4.99571,0.55898,-16.38452,-1.40678,4.17835,-8.93843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
154,5/31/2025,23:45.0,2,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Nunez, Devin",830147,Left,NEB,Undefined,5,Bottom,1,1,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.18674,1.212582,-0.352356,2080.352827,117.361618,10:00,4.75657,1.49146,4.27838,-48.74814,5.89579,-8.52378,1.8544,0.44407,68.09005,-7.48845,-1.838119,0.532038,,,,,,,,,,,,4.08036,2.9513,-1.44377,50,4.83833,0.99539,-106.25952,0.50076,4.73354,15.70957,-28.7503,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,01b717c0-3e44-11f0-971e-77add66f9bd5,70.84542,,,5.09669,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,23:45.0,2025-05-31T13:23:45.0462208-04:00,2025-05-31T17:23:45.0462208Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,4c4688fd-8c63-4585-b59a-2657474136b8,56.22168,-107.17539,7.85478,4.76027,2.17692,-14.37515,-1.49376,0.71942,2.36677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
155,5/31/2025,24:00.8,2,3,"Wywoda, Jaden",809064,Right,HOL_CRU,"Nunez, Devin",830147,Left,NEB,Undefined,5,Bottom,1,1,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Double,0,0,,87.55227,0.629869,-2.593431,2244.683445,277.42173,3:15,4.96083,1.45713,4.94078,-39.15408,-1.22161,18.88812,2.29389,0.57851,79.82834,-6.466133,0.737612,0.443279,95.87655,18.956055,-29.876441,4312.449985,91.74217,30.79999,-60.69053,286.84887,286.84887,-41.156687,3.133731,-10.16477,-0.48272,-1.22185,50,4.98936,4.88757,-126.92694,-0.17431,-16.51429,26.97462,-32.95833,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,0b1f6330-3e44-11f0-971e-77add66f9bd5,85.031,34.99574,,7.72392,,,,2.10595,2.34425,-0.3055,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,24:00.8,2025-05-31T13:24:00.8577536-04:00,2025-05-31T17:24:00.8577536Z,LineDrive,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,96b03d5f-754c-45fb-8659-806944b44fd3,55.55926,-128.10295,13.48731,4.96564,1.26258,-16.47916,-1.45063,5.60754,-8.25714,,2.10597,115.3172,-26.12503,6.15453,-1.4176,0.30348,-0.05431,0.0066,-0.00038,2.34426,45.67865,-17.40025,1.18532,-0.16628,0.01736,6.00E-05,-0.00015,1.00E-05,-0.3055,-66.24774,2.31986,-0.0115,-0.09278,0.03491,-0.00806,0.00115,-8.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
156,5/31/2025,25:00.9,3,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Brumbaugh, Cayden",1000112684,Right,NEB,Undefined,5,Bottom,1,0,0,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,73.33874,1.571032,-0.407886,2163.849209,146.871783,11:00,4.90821,1.51819,4.37988,-47.40695,6.97142,-3.55315,2.45815,0.83261,67.94574,-6.929174,-1.028136,0.530743,80.27209,44.283471,-55.769841,4127.734989,54.59342,82.37495,-95.49603,279.3904,101.51173,-67.462672,4.892544,1.64398,3.3891,-1.47077,50,5.0291,0.8991,-106.43593,1.24467,1.90801,16.26118,-28.24068,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,2ef323f0-3e44-11f0-971e-77add66f9bd5,71.01822,91.37224,,5.39301,,,,3.51773,3.42741,-1.20818,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,25:00.8,2025-05-31T13:25:00.8543744-04:00,2025-05-31T17:25:00.8543744Z,FlyBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,855fda3b-bf28-430d-b154-cc4daea2e2fc,56.11975,-107.36682,8.13059,4.91157,2.86135,-14.12034,-1.51911,0.78987,0.95401,,3.52379,47.28876,-12.57404,2.69379,-0.21064,-0.0665,0.01513,-5.00E-05,-0.00012,3.43025,82.13065,-22.22329,1.45486,0.29759,-0.3028,0.09583,-0.01382,0.00075,-1.21347,-69.56969,6.22252,-0.28508,-0.57068,0.31401,-0.07869,0.00962,-0.00046,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,75.54571,29.45995676,-34.20847891
157,5/31/2025,25:23.4,3,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Brumbaugh, Cayden",1000112684,Right,NEB,Undefined,5,Bottom,1,0,1,Fastball,Sinker,InPlay,Undefined,FlyBall,HomeRun,0,2,,85.29209,0.305602,-2.527706,2246.72034,269.322716,3:00,5.06181,1.37055,5.08844,-38.67789,1.79756,20.70985,2.12697,0.7125,76.45273,-6.777777,1.135319,0.457896,102.48526,27.72467,-24.758028,2818.431465,99.17281,53.2216,-47.58892,383.09965,344.00389,-29.603964,5.053366,-11.19375,1.19807,-1.14874,50,5.06055,4.52155,-123.41594,-0.8049,-16.86849,29.81611,-30.36862,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,3c452cb0-3e44-11f0-971e-77add66f9bd5,82.31655,80.90163,,8.83936,,,,2.41635,2.29163,-0.63408,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,25:23.4,2025-05-31T13:25:23.3586176-04:00,2025-05-31T17:25:23.3586176Z,FlyBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,0b505552-2b7d-4dbd-b4c2-3bda0a404e4a,55.40843,-124.71572,14.90805,5.06679,0.51897,-15.18431,-1.36188,5.2569,-8.43425,164.249852,2.41606,120.83442,-23.73171,5.5346,-1.33791,0.31936,-0.06094,0.00708,-0.00035,2.29423,69.86374,-18.11266,1.31651,0.10874,-0.17345,0.05313,-0.00716,0.00036,-0.63396,-55.72446,7.72822,-1.76547,0.4156,-0.09642,0.01841,-0.00217,0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,48.17331,25.09324921,-20.13718216
158,5/31/2025,26:17.0,4,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,5,Bottom,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.92965,1.347125,-0.39259,2282.914878,105.988219,9:30,4.82675,1.45705,4.327,-50.77778,4.2724,-7.94241,1.88308,0.41995,66.85893,-7.806008,-1.778381,0.534012,,,,,,,,,,,,3.70949,2.19228,-1.40611,50,4.92148,1.0662,-106.93037,0.6871,4.22926,21.06906,-29.67458,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,5c41cdc0-3e44-11f0-971e-77add66f9bd5,70.58352,,,7.07072,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,26:17.0,2025-05-31T13:26:17.0384384-04:00,2025-05-31T17:26:17.0384384Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,5662c7ae-3a5d-4743-8248-69cf999b4f18,56.16801,-108.13885,10.53453,4.83325,2.38918,-14.83729,-1.46031,0.82362,2.11463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
159,5/31/2025,26:31.8,4,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,5,Bottom,1,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.80848,-1.400631,-4.054543,2366.238033,259.740525,2:45,5.10617,1.27435,5.09195,-34.41191,4.76988,19.50411,0.91495,-0.92779,78.7656,-7.653157,-0.610374,0.450519,,,,,,,,,,,,-10.80111,3.12252,-0.90669,50,4.9465,7.94052,-124.26412,-4.35159,-16.92803,24.35964,-27.28029,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,65130950-3e44-11f0-971e-77add66f9bd5,83.66441,,,7.04288,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,26:31.8,2025-05-31T13:26:31.8275072-04:00,2025-05-31T17:26:31.8275072Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,7cdfee6a-9c4a-42db-a0dc-8b18531945a7,55.40721,-125.31962,12.17982,5.10945,-3.16954,-13.64014,-1.26664,8.67401,-8.46401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
160,5/31/2025,26:47.6,4,3,"Wywoda, Jaden",809064,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,5,Bottom,1,1,1,Fastball,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,86.18719,0.083576,-3.679604,2291.20801,260.633193,2:45,5.12203,1.18869,5.08903,-34.2934,5.08626,22.19682,2.34318,-0.43427,77.74133,-6.203612,0.239484,0.451656,100.01529,31.849004,15.476583,5473.755048,102.23971,69.64551,40.58233,314.62803,190.66263,31.479839,5.379049,-12.20386,2.89799,-0.85883,50,5.10327,7.01448,-124.69312,-1.11257,-18.95001,28.28982,-27.67406,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,6e7c8d40-3e44-11f0-971e-77add66f9bd5,83.45391,95.16261,,8.44586,,,,-0.12159,2.97959,0.96461,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,26:47.6,2025-05-31T13:26:47.5997696-04:00,2025-05-31T17:26:47.5997696Z,FlyBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,a7d24cfa-4c38-4f45-b369-22736ed5b8a1,55.40853,-125.9142,14.14491,5.12551,0.08194,-13.83703,-1.17926,7.83243,-9.47501,210.104622,-0.11177,119.88947,-35.34918,9.07934,-1.50651,0.07849,0.02114,-0.00388,0.00019,2.97557,77.47222,-16.88494,-0.53726,0.69159,-0.25986,0.06126,-0.00781,0.0004,0.96266,33.2912,2.98901,-2.39767,0.79946,-0.17226,0.02476,-0.00218,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,,,
161,5/31/2025,27:20.6,5,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Sanderson, Case",806508,Left,NEB,Undefined,5,Bottom,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,75.11845,1.802424,0.802427,2422.738818,123.865268,10:15,4.84521,1.57017,4.4985,-45.65601,7.06709,-7.80603,2.75859,1.68425,68.07906,-6.473404,-0.562902,0.522603,,,,,,,,,,,,4.02685,3.42118,-1.64634,50,4.99126,-1.1933,-108.70647,1.79655,4.77317,20.73133,-28.11881,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,82138160-3e44-11f0-971e-77add66f9bd5,72.12442,,,7.03938,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,27:20.6,2025-05-31T13:27:20.5778944-04:00,2025-05-31T17:27:20.5778944Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,354f5c4c-8b21-4d9a-8b8a-143742081708,55.99626,-109.84406,10.36566,4.85034,3.33951,-14.05941,-1.57367,-1.45522,2.38658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
162,5/31/2025,27:36.8,5,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Sanderson, Case",806508,Left,NEB,Undefined,5,Bottom,2,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.3577,1.145863,-1.858285,2249.834744,129.808016,10:15,4.73021,1.40092,4.48257,-49.12235,4.74233,-3.45288,1.72948,-0.65849,67.5983,-7.716251,-2.461824,0.52823,,,,,,,,,,,,1.10228,2.51622,-1.20199,50,4.8041,3.63505,-107.58938,0.40178,1.27957,20.34681,-29.25313,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,8bc86630-3e44-11f0-971e-77add66f9bd5,71.35605,,,6.75939,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,27:36.8,2025-05-31T13:27:36.8112128-04:00,2025-05-31T17:27:36.8112128Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,c674b719-62c7-4adb-8855-8f64fd933981,56.01224,-108.72044,10.17341,4.73657,2.02794,-14.62657,-1.40208,3.56392,0.63979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
