Unnamed: 0,Angle,AutoHitType,AutoPitchType,AwayTeam,AwayTeamForeignID,Balls,BasePositionX,BasePositionY,BasePositionZ,Batter,BatterId,BatterSide,BatterTeam,Bearing,CatchPositionX,CatchPositionY,CatchPositionZ,Catcher,CatcherId,CatcherTeam,CatcherThrowCatchConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,CatcherThrows,ContactPositionX,ContactPositionY,ContactPositionZ,Date,Direction,Distance,EffectiveVelo,ExchangeTime,ExitSpeed,Extension,GameForeignID,GameID,GameUID,HangTime,HitLandingConfidence,HitLaunchConfidence,HitSpinAxis,HitSpinRate,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,HomeTeam,HomeTeamForeignID,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,KorBB,LastTrackedDistance,League,Level,LocalDateTime,MaxHeight,MeasuredDuration,Notes,Outs,OutsOnPlay,PAofInning,PitchCall,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchLocationConfidence,PitchMovementConfidence,PitchNo,PitchReleaseConfidence,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,PitchUID,Pitcher,PitcherId,PitcherSet,PitcherTeam,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PlayID,PlayResult,PopTime,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpeedDrop,SpinAxis,SpinRate,Stadium,Strikes,System,TaggedHitType,TaggedPitchType,ThrowPositionX,ThrowPositionY,ThrowPositionZ,ThrowSpeed,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Tilt,Time,TimeToBase,Top/Bottom,UTCDate,UTCDateTime,UTCTime,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0
,23.043946,LineDrive,Four-Seam,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,167.849656,,,,"Fikes, Trey",10277361.0,NEB,,,,Right,1.27968,2.06697,0.79274,2025-09-03,160.177898,179.04467,88.87271,,72.23781,5.70603,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,2.221717,Low,High,293.360274,2762.162007,1.27966,-91.71702,6.47537,-0.5518,0.00796,0.06994,-0.03947,0.01187,-0.00145,2.06697,41.47245,-22.48926,2.23805,-0.47984,0.10942,-0.0258,0.00554,-0.00059,0.79275,33.05981,-10.35573,2.02139,-0.40653,0.03559,0.01219,-0.00602,0.00086,NEB,4865.0,-1.361782,1.65673,-1.658076,15.43489,4.0,Undefined,53.80386,Team,TeamExclusive,2025-09-03T17:32:54.5643520-05:00,22.93432,,,0.0,0.0,1.0,FoulBallNotFieldable,,,,High,High,86.0,High,54.79383,-131.3605,12.98757,6.50922,-6.89029,-8.32693,-0.64581,3.78256,-1.10076,ef7535c0-8915-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659.0,Undefined,NEB,Right,2.0,2.08892,-0.76055,b29683af-a105-4262-8587-03d39a37ddd6,Undefined,,-106.01256,22.05233,29.34855,6.5109,0.64677,89.91192,0.0,7.17941,186.576528,2385.808281,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:15,17:32:54.56,,Top,2025-09-03,2025-09-03T22:32:54.5643520Z,22:32:54.56,-6.615701,-19.28903,-3.016597,82.73251,0.424117,-2.20153,25.97513,-16.65385,-1.27122,8.96186,3.70192,-130.40913,-7.50026,-0.50874,50.0,6.24568
,,,Four-Seam,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Fikes, Trey",10277361.0,NEB,,,,Right,,,,2025-09-03,,,91.04428,,,5.77915,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-1.255412,0.75469,-1.390521,16.60147,4.0,Undefined,,Team,TeamExclusive,2025-09-03T17:33:14.2206976-05:00,,,,0.0,0.0,1.0,StrikeSwinging,,,,High,High,87.0,High,54.72165,-134.20419,13.17227,6.56452,-3.37997,-7.80399,-0.57311,3.24885,-0.66749,fb2882a0-8915-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659.0,Undefined,NEB,Right,3.0,3.82714,-0.65763,0b586322-4ee7-4cfc-9f7f-c427be809584,Undefined,,,,,6.56664,0.57361,91.7339,0.0,7.26848,182.76412,2317.175288,UNebraska,1.0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:00,17:33:14.22,,Top,2025-09-03,2025-09-03T22:33:14.2206976Z,22:33:14.22,-4.574417,-16.48576,-1.466948,84.46542,0.414001,-1.33498,26.34455,-15.60799,-0.73595,9.13237,3.20172,-133.2741,-3.93101,-0.45924,50.0,6.43546
,,,Four-Seam,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Fikes, Trey",10277361.0,NEB,,,,Right,,,,2025-09-03,,,92.02494,,,5.81355,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-2.492495,2.34012,-2.910985,17.01973,4.0,Strikeout,,Team,TeamExclusive,2025-09-03T17:33:31.6282368-05:00,,,,0.0,0.0,1.0,StrikeSwinging,,,,High,High,88.0,High,54.68686,-135.80799,14.05472,6.41074,-5.8381,-7.16869,-0.89937,6.87732,-1.81462,058d2f70-8916-11f0-a84e-8d3a62d886e2,"Grace, Cooper",10118659.0,Undefined,NEB,Right,4.0,2.81615,-1.61347,86bd2b20-d30c-4618-9117-09676006f24e,Undefined,,,,,6.4133,0.90076,92.98883,0.0,7.66324,188.311118,2360.428424,UNebraska,2.0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:15,17:33:31.62,,Top,2025-09-03,2025-09-03T22:33:31.6282368Z,22:33:31.62,-5.392007,-15.36607,-2.486511,85.32559,0.409589,-3.62923,28.10944,-14.33737,-1.96276,9.64642,6.75162,-134.83442,-6.33467,-0.66335,50.0,6.19994
,,,Sinker,NEB,4865.0,0.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-04,,,88.92998,,,5.41741,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,1.070392,-16.78989,4.047185,9.58587,2.0,Undefined,,Team,TeamExclusive,2025-09-04T17:03:51.0301184-05:00,,,,2.0,0.0,5.0,BallCalled,,,,High,High,39.0,High,55.08219,-132.74536,14.46807,6.24496,1.47035,-11.73527,2.60535,-9.1607,8.31602,0a8b4d70-89db-11f0-81c6-51351d1fede5,"Nowaczyk, Colin",830158.0,Undefined,NEB,Left,1.0,4.76015,-0.21541,24cc5224-8a1a-4443-ade8-7bb08397248f,Undefined,,,,,6.24371,-2.61401,90.93233,0.0,8.45941,116.655046,2063.420499,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:00,17:03:51.03,,Top,2025-09-04,2025-09-04T22:03:51.0301184Z,22:03:51.03,-4.008488,-25.09336,0.646888,82.47292,0.423844,16.63204,28.93614,-23.47055,9.5156,4.97949,-8.52126,-131.63287,0.56799,2.26545,50.0,6.28414
,,,Sinker,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-04,,,88.62911,,,5.45584,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,1.345247,-16.40895,4.259321,10.24713,2.0,Undefined,,Team,TeamExclusive,2025-09-04T17:04:06.8467200-05:00,,,,2.0,0.0,5.0,BallCalled,,,,High,High,40.0,High,55.04711,-131.66726,13.10598,6.08942,-7.1044,-10.61166,2.83345,-9.63183,8.18213,140f3730-89db-11f0-81c6-51351d1fede5,"Nowaczyk, Colin",830158.0,Undefined,NEB,Left,2.0,1.14916,-0.21228,930ec3a4-d6b1-41bc-8502-97817ee3afcf,Undefined,,,,,6.08895,-2.83954,90.28564,0.0,7.24333,119.171305,2107.47837,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:00,17:04:06.84,,Top,2025-09-04,2025-09-04T22:04:06.8467200Z,22:04:06.84,-7.603751,-24.66793,-3.06943,83.0423,0.425283,16.36427,26.21196,-21.22331,9.41815,6.30252,-9.00214,-130.65863,-7.92107,2.47493,50.0,5.80033
,14.861282,LineDrive,Sinker,NEB,4865.0,2.0,,,,"Stokes, Rhett",822403.0,Right,NEB,-38.724226,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,1.6372,3.02293,-0.04308,2025-09-04,-28.776257,291.65214,86.56224,,98.69659,5.36112,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,2.754345,High,High,120.425138,1929.322969,1.6372,122.63403,-24.85645,6.00076,-1.31124,0.25249,-0.04272,0.00538,-0.00032,3.02292,37.12695,-14.7052,-0.06517,0.28393,-0.09995,0.02311,-0.00286,0.00015,-0.04307,-67.35298,-1.51909,1.6298,-0.62035,0.16883,-0.03407,0.00436,-0.00026,NEB,4865.0,1.63942,-15.01225,4.29841,9.91075,2.0,Undefined,284.14887,Team,TeamExclusive,2025-09-04T17:04:23.3363456-05:00,26.81984,,,2.0,0.0,5.0,InPlay,,,,High,High,41.0,High,55.14156,-128.99833,12.93713,6.10206,-2.21218,-11.45408,2.65143,-9.5401,7.26748,1de20440-89db-11f0-81c6-51351d1fede5,"Nowaczyk, Colin",830158.0,Undefined,NEB,Left,3.0,2.96804,0.13062,f0c7e263-09ea-4652-94af-876e60b468fe,Single,,92.83302,24.27305,-59.00756,6.10118,-2.65695,88.35428,0.0,7.4872,120.242263,2029.595007,UNebraska,0.0,v3,LineDrive,Fastball,,,,,,,,,,,,,,10:00,17:04:23.33,,Top,2025-09-04,2025-09-04T22:04:23.3363456Z,22:04:23.33,-5.883946,-26.69159,-0.966307,80.86708,0.435437,14.53497,25.87427,-22.90815,8.74733,5.57634,-8.95844,-127.96289,-3.12892,2.28129,50.0,5.99519
,,,Changeup,NEB,4865.0,0.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-05,,,85.60759,,,6.5422,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-2.885337,16.56725,-5.876945,8.31981,2.0,Undefined,,Team,TeamExclusive,2025-09-05T17:22:20.7274496-05:00,,,,1.0,0.0,5.0,BallCalled,,,,High,High,64.0,High,53.95835,-125.28984,13.54879,5.65027,-6.13626,-11.72556,-2.37393,12.68991,-8.10023,ca736610-8aa6-11f0-b24e-39676dc8d56a,"Harrahill, Ryan",806472.0,Undefined,NEB,Right,1.0,0.67625,-1.64665,c11ad0b6-87f8-4864-8a97-f5d1eaee71bb,Undefined,,,,,5.64846,2.38193,86.15018,0.0,7.83183,247.090046,1841.552054,UNebraska,0.0,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:15,17:22:20.72,,Bottom,2025-09-05,2025-09-05T22:22:20.7274496Z,22:22:20.72,-8.219616,-29.1034,-2.760179,78.31835,0.440293,-16.20046,27.09758,-23.45113,-10.42843,5.61504,12.17632,-124.43079,-6.87971,-1.97977,50.0,5.44395
,,,Sinker,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-05,,,88.78319,,,6.26784,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-1.046149,20.0697,-4.657924,7.43957,2.0,Undefined,,Team,TeamExclusive,2025-09-05T17:22:36.9770496-05:00,,,,1.0,0.0,5.0,FoulBallNotFieldable,,,,High,High,65.0,High,54.23185,-130.74168,14.93724,5.11975,2.55959,-12.80962,-2.59612,10.36243,-9.8786,d4258bc0-8aa6-11f0-b24e-39676dc8d56a,"Harrahill, Ryan",806472.0,Undefined,NEB,Right,2.0,3.89807,-0.02464,34d3bca7-d5ce-4a2d-b9df-283fa0759a1d,Undefined,,,,,5.11732,2.60682,89.64671,0.0,8.82684,252.792245,2069.018972,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,2:30,17:22:36.97,,Bottom,2025-09-05,2025-09-05T22:22:36.9770496Z,22:22:36.97,-4.002373,-27.35442,1.146078,80.81987,0.424545,-19.75719,29.87448,-25.61924,-11.71146,3.88547,9.72054,-129.7711,1.72726,-2.26988,50.0,5.18939
,,,Sinker,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-05,,,86.81816,,,6.23092,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-0.600913,19.72214,-4.154077,7.12445,2.0,Undefined,,Team,TeamExclusive,2025-09-05T17:22:54.2668800-05:00,,,,1.0,0.0,5.0,BallCalled,,,,High,High,66.0,High,54.27102,-127.8704,14.15393,5.08233,-0.88829,-12.71761,-2.68177,9.05347,-9.28575,de73ca60-8aa6-11f0-b24e-39676dc8d56a,"Harrahill, Ryan",806472.0,Undefined,NEB,Right,3.0,2.30149,0.49408,3ac187fb-250e-4cb6-bbbb-a711b59bfa7e,Undefined,,,,,5.08023,2.6899,87.57031,0.0,8.20648,253.436972,2095.279188,UNebraska,1.0,v3,Undefined,Fastball,,,,,,,,,,,,,,2:30,17:22:54.26,,Bottom,2025-09-05,2025-09-05T22:22:54.2668800Z,22:22:54.26,-5.853415,-29.26242,-0.367767,79.36382,0.434154,-18.57149,28.30785,-25.43521,-11.49556,4.17126,8.43085,-126.92137,-1.74102,-2.38868,50.0,5.03825
,,,Changeup,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-05,,,86.73698,,,6.42464,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,0.295485,21.38521,-3.57446,9.65741,2.0,Undefined,,Team,TeamExclusive,2025-09-05T17:23:17.2451840-05:00,,,,1.0,0.0,5.0,FoulBallNotFieldable,,,,High,High,67.0,High,54.07716,-127.40812,14.36923,5.1072,0.20716,-11.78452,-2.59943,7.70353,-9.83385,ec255840-8aa6-11f0-b24e-39676dc8d56a,"Harrahill, Ryan",806472.0,Undefined,NEB,Right,4.0,2.97303,1.10023,b831fe7f-15d9-46ea-87a9-64935e73c94a,Undefined,,,,,5.10603,2.60815,87.19665,0.0,8.39639,248.606065,2062.790117,UNebraska,1.0,v3,Undefined,Fastball,,,,,,,,,,,,,,2:15,17:23:17.24,,Bottom,2025-09-05,2025-09-05T22:23:17.2451840Z,22:23:17.24,-4.963277,-26.79757,0.108705,78.80026,0.43456,-19.66769,28.73846,-23.56904,-12.29048,5.37733,7.07186,-126.48513,-0.54981,-2.36216,50.0,5.1017
,,,Four-Seam,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-05,,,89.37429,,,6.17961,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-1.570459,14.44119,-4.16647,17.38753,2.0,Strikeout,,Team,TeamExclusive,2025-09-05T17:23:42.2313984-05:00,,,,1.0,0.0,5.0,StrikeSwinging,,,,High,High,68.0,High,54.31863,-131.92598,15.40077,5.77173,-1.23134,-7.95284,-2.17525,9.40495,-7.45042,fb018370-8aa6-11f0-b24e-39676dc8d56a,"Harrahill, Ryan",806472.0,Undefined,NEB,Right,5.0,3.83718,-0.46817,7075451c-54cc-4922-87ef-9b66a93a96a6,Undefined,,,,,5.77441,2.18295,90.41659,0.0,8.9658,221.789747,2113.862478,UNebraska,2.0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:30,17:23:42.23,,Bottom,2025-09-05,2025-09-05T22:23:42.2313984Z,22:23:42.23,-3.834295,-16.94773,-0.56688,81.45079,0.421737,-14.90083,30.80155,-15.90567,-8.69284,9.4906,8.91529,-130.9138,-1.75402,-1.87424,50.0,5.72267
,25.214049,LineDrive,Sinker,NEB,4865.0,0.0,,,,"Stokes, Rhett",822403.0,Right,NEB,27.221418,,,,"Fikes, Trey",10277361.0,NEB,,,,Right,0.51672,2.68102,0.61364,2025-09-08,16.332592,325.2521,87.67386,,94.77978,5.48202,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,4.67816,Medium,High,212.429237,3783.132288,0.51757,120.67567,-27.23933,6.52537,-1.43133,0.28712,-0.05254,0.00688,-0.0004,2.68168,59.19809,-14.18267,-0.46276,0.59564,-0.25985,0.06944,-0.00969,0.00053,0.61361,35.36914,1.63376,-1.85371,0.6692,-0.15677,0.02396,-0.00201,7e-05,NEB,4865.0,2.207299,-14.3091,4.744024,4.15725,5.0,Undefined,306.04924,Team,TeamExclusive,2025-09-08T17:00:37.2679168-05:00,65.65353,,,2.0,1.0,3.0,InPlay,,,,High,High,149.0,High,55.02085,-130.32252,13.14346,4.92547,0.92886,-14.13818,3.89266,-10.65921,7.22964,4159aaf0-8cff-11f0-a6e0-75560cc6e930,"Clark, Caleb",683308.0,Undefined,NEB,Left,1.0,2.7142,-0.6416,2c22085f-c59a-4461-b42b-be60110291e5,Out,,103.22436,49.10718,38.00938,4.92252,-3.89825,89.3,0.0,7.61427,102.009759,2009.461426,UNebraska,0.0,v3,FlyBall,Fastball,,,,,,,,,,,,,,9:30,17:00:37.26,,Top,2025-09-08,2025-09-08T22:00:37.2679168Z,22:00:37.26,-5.338101,-31.52277,0.445805,81.68573,0.429916,14.45928,26.28692,-28.27635,8.51737,2.29599,-10.09996,-129.30582,-0.16479,3.4912,50.0,4.94025
,,,Changeup,NEB,4865.0,0.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Fikes, Trey ",10277361.0,NEB,,,,Right,,,,2025-09-08,,,84.36102,,,6.47318,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-2.492168,18.54966,-5.838751,6.76914,3.0,Undefined,,Team,TeamExclusive,2025-09-08T16:14:04.5429248-05:00,,,,1.0,0.0,2.0,BallCalled,,,,High,High,69.0,High,54.02892,-123.13082,12.04504,5.58316,-4.7974,-12.63476,-1.73102,12.3741,-8.53861,c0c66190-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275.0,Undefined,NEB,Right,1.0,0.91818,-2.09555,c8bd798a-3e26-4f7a-b605-7867f3cbf19b,Undefined,,,,,5.58047,1.73949,84.59027,0.0,7.03912,253.430954,2096.937893,UNebraska,0.0,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:30,16:14:04.54,,Top,2025-09-08,2025-09-08T21:14:04.5429248Z,21:14:04.54,-8.105808,-31.76821,-2.18157,77.55115,0.446799,-17.07721,24.09009,-25.26951,-11.2656,4.55481,11.81353,-122.34004,-5.6269,-1.33403,50.0,5.41206
,40.08113,FlyBall,Four-Seam,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,74.849217,,,,"Fikes, Trey ",10277361.0,NEB,,,,Right,0.37194,2.98722,-0.51874,2025-09-08,57.078002,236.79695,92.40244,,79.63599,5.94317,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,4.522512,Low,High,220.931129,5046.031867,0.37291,48.56865,-20.16479,6.63972,-2.18767,0.75973,-0.2145,0.03503,-0.0023,2.99377,75.04392,-21.68633,0.31023,1.31,-0.77543,0.2235,-0.03171,0.00175,-0.51135,74.84787,-8.82228,0.0219,1.07764,-0.55692,0.13671,-0.01613,0.00072,NEB,4865.0,-0.800433,13.00324,-3.132591,13.65265,3.0,Undefined,102.93186,Team,TeamExclusive,2025-09-08T16:14:19.9467520-05:00,75.75245,,,1.0,0.0,2.0,FoulBallNotFieldable,,,,High,High,70.0,High,54.55776,-136.52004,15.34372,6.0106,-3.13917,-8.95791,-1.94416,7.3098,-7.00559,c9e966a0-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275.0,Undefined,NEB,Right,2.0,3.23883,0.12449,0c696847-8905-4896-ad75-cf6fcf6a3aa3,Undefined,,44.70303,72.42193,100.50666,6.01171,1.94968,93.42856,0.0,8.42449,225.925899,2308.668193,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:30,16:14:19.94,,Top,2025-09-08,2025-09-08T21:14:19.9467520Z,21:14:19.94,-4.819241,-18.4691,-1.327816,85.00407,0.407916,-14.01118,30.68745,-17.91583,-7.56685,7.70028,6.84027,-135.49166,-3.73956,-1.70707,50.0,5.89534
,44.977304,FlyBall,Sinker,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,154.469027,,,,"Fikes, Trey ",10277361.0,NEB,,,,Right,0.58174,2.99153,0.20492,2025-09-08,138.647477,225.0479,92.92819,,74.54311,5.91714,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,3.641193,Low,High,312.229669,5383.127253,0.5795,-57.98673,-2.2405,2.52609,-1.6181,0.85666,-0.29316,0.05392,-0.00398,2.9925,77.24257,-28.73969,3.01564,0.07841,-0.40635,0.18103,-0.03756,0.00305,0.20174,51.1872,-15.77031,5.59211,-2.23893,0.94513,-0.2823,0.04524,-0.00284,NEB,4865.0,-0.625853,16.5867,-3.597548,14.31229,3.0,Undefined,80.59359,Team,TeamExclusive,2025-09-08T16:14:45.3104128-05:00,63.98897,,,1.0,0.0,2.0,FoulBallNotFieldable,,,,High,High,71.0,High,54.58524,-137.03031,14.69237,6.07593,-3.52944,-8.53594,-1.6474,8.42013,-8.90751,d9084020-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275.0,Undefined,NEB,Right,3.0,3.23911,-0.30714,3238617d-529a-401f-911a-b0bae190f148,Undefined,,-94.19252,63.85625,56.81334,6.07726,1.65387,93.79848,0.0,8.06134,231.260603,2351.212332,UNebraska,1.0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:45,16:14:45.31,,Top,2025-09-08,2025-09-08T21:14:45.3104128Z,21:14:45.31,-4.78441,-17.44698,-1.488216,85.73713,0.405608,-17.81502,29.38474,-17.07187,-9.49024,8.04508,7.82186,-136.0435,-4.10275,-1.37468,50.0,5.94778
,,,Four-Seam,NEB,4865.0,1.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Fikes, Trey ",10277361.0,NEB,,,,Right,,,,2025-09-08,,,92.23836,,,6.00817,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-2.404534,3.22654,-2.983412,19.80781,3.0,Undefined,,Team,TeamExclusive,2025-09-08T16:15:12.9197568-05:00,,,,1.0,0.0,2.0,BallCalled,,,,High,High,72.0,High,54.4889,-136.63626,16.56257,6.12289,-1.80353,-6.24754,-1.66625,7.07357,-2.36834,e9834e40-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275.0,Undefined,NEB,Right,4.0,4.34169,-0.8293,265e6c73-340a-4665-9526-17d4d3883571,Undefined,,,,,6.12718,1.66845,93.55074,0.0,9.25296,189.809306,2258.479111,UNebraska,2.0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:15,16:15:12.91,,Top,2025-09-08,2025-09-08T21:15:12.9197568Z,21:15:12.91,-3.239961,-12.42831,-0.808135,84.29778,0.408642,-4.73669,33.12514,-12.49508,-2.57874,10.71359,6.91733,-135.54364,-2.21568,-1.43551,50.0,6.05661
,,,Changeup,NEB,4865.0,2.0,,,,"Stokes, Rhett",822403.0,Right,NEB,,,,,"Fikes, Trey ",10277361.0,NEB,,,,Right,,,,2025-09-08,,,84.72665,,,6.46507,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-2.893613,18.72092,-6.264194,8.13339,3.0,Undefined,,Team,TeamExclusive,2025-09-08T16:15:33.6484864-05:00,,,,1.0,0.0,2.0,BallCalled,,,,High,High,73.0,High,54.03449,-124.2535,13.44321,5.7353,-3.29617,-12.164,-1.63212,13.38454,-8.83984,f5e307c0-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275.0,Undefined,NEB,Right,5.0,1.86194,-2.57444,ecfe9c8e-30c7-4d65-93f5-722654fc52dd,Undefined,,,,,5.73287,1.64234,85.44081,0.0,8.07348,250.126945,2254.698085,UNebraska,2.0,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:15,16:15:33.64,,Top,2025-09-08,2025-09-08T21:15:33.6484864Z,21:15:33.64,-7.126924,-30.07206,-1.476797,77.36733,0.444871,-17.67969,26.88642,-24.32799,-11.58831,5.14276,12.80846,-123.37742,-4.08889,-1.20537,50.0,5.61498
